,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
10,10,"







  
  
    Reheats takeout fries like a BOSS!
  
",4.0,Amy Good,"Reviewed in the United States December 19, 2020","









  
  
    
  So, my friends are all super in love with their air fryers.  I’m less impressed.  It turned a frozen burrito into a hard block.  It only cooked one side of the grilled cheese, and took a while doing it.  I will admit, that it reheats takeout fries like a dream!  And mr loves it for his tots.  I just expected to like it more/ use it more.  I’m going to try baked potatoes next, I think.  The girls said they loved them in it.  We’ll see.  I imagine as I get used to it, it’ll probably be good.  My niece loves theirs, and uses it all the time.  I’m probably just weird.  Nothing new there.

  
",Size: 3.7Qt
11,11,"







  
  
    Makes the best fried chicken 🐔
  
",4.0,Bree-,"Reviewed in the United States February 12, 2021","









  
  
    
  I like mostly everything about this air fryer. It's my new favorite appliance. It makes the crispiest fried chicken and it's great for cooking single servings or enough for 2. The only thing I didn't like was the numbers and all of the lettering completely wiped off after the first use. Overall a great product but now I have to guess the temperature I'm cooking my food at.

  
",Size: 3.7Qt
12,12,"







  
  
    Great for dehydrating!
  
",5.0,Shannon,"Reviewed in the United States August 13, 2020","









  
  
    
  I ordered this to use as a dehydrator to make backpacking meals. Works like a charm! The basket is large enough to hold a decent amount of whatever I'm dehydrating and the machine dehydrates evenly and thoroughly when shaken well in the middle of the dehydrating cycle. I haven't used it to cook with yet since my intention was to use it as a dehydrator but based on my experience so far, this machine should work exceptionally well for cooking too.

  
",Size: 5.8Qt
13,13,"







  
  
    Healthy cooking made so simple. Absolutely the most amazing oven replacement. LOVE LOVE LOVE
  
",5.0,Amazon Customer,"Reviewed in the United States December 19, 2020","









  
  
    
  Bought for my Mom. I love her and want her to be around for many more years. She was eatimg alot of microwave food. Saw your product and had to get it for her.What a wonderful invention. Easy to use, even let's you know when to shake. No fuss clean up. Healthy cooking in minutes. I want one myself. Easily best thing I ever gave my Mom. Thank you for this

  
",Size: 5.8Qt
14,14,"







  
  
    So Good!
  
",5.0,Delicious  Sharpe,"Reviewed in the United States September 9, 2020","









  
  
    
  My air fryer came on time. We are loving it!!! It is so basic and easy for my 12yr old son to use to make his fries. It even beeps half way through your cooking time to let you know to shake your food. No more oven for easy and light dishes. This is the appliance to have. The taste of the food that I have tried so far are really tasty and delicious. No mess...no grease, no hard cleaning.

  
",Size: 5.8Qt
15,15,"







  
  
    Definitely Recommend
  
",5.0,Angee Locqz,"Reviewed in the United States September 4, 2020","









  
  
    
  This is such a game changer for me! I rent a room and don't have access to a kitchen. This air fryer is amazing! I decided to try salmon first and it came out perfect 🙌🏾 The fryer itself is super easy to operate & clean.

  
",Size: 5.8Qt
16,16,"







  
  
    Easy to use!
  
",5.0,Elin ’s family,"Reviewed in the United States October 24, 2020","









  
  
    
  Very nice and easy to use . The images on the top of the air fryer provide temperature information but the book provides guidelines on length of time to cook the food. Having the air fryer has made life easier. No messy oil cleanup and no lingering fried oil smell in the house which I used to hate. This was definitely well worth the money.

  
",Size: 3.7Qt
17,17,"







  
  
    Love how Simple it is to use!!!
  
",5.0,jzam,"Reviewed in the United States August 31, 2020","









  
  
    
  I love this air fryer. It was so easy to use! It came with easy to read instructions.I made some onion rings n they came put super crisp as if I had fried them in Oil certainly a way better alternative than frying. I cant wait to try other things..I am so amazed and in love. I cant get over how simple it is to use! I highly recommend.

  
",Size: 5.8Qt
18,18,"







  
  
    Awesome and great price will order 2 more
  
",5.0,John Nesbit,"Reviewed in the United States September 11, 2020","








  
  Your browser does not support HTML5 video.










  
  
    
   Just awesome Ribs fall off the bone in about 27 minutes no need to boil the ribs first came out awesome also threw out my microwave great for small room

  
",Size: 5.8Qt
19,19,"







  
  
    It is a must have machine in the kitchen!
  
",5.0,Yunny,"Reviewed in the United States October 27, 2020","









  
  
    
  I can not stop saying this is the most useful kithchen machine I have! I would like an air fryer for a while since I got a huge bag of fries from the restaurant is closing. It is a perfect machine to fry the fries without any oil, You only need to set up the right time and wait for to eat. My boys can operate it also. It still has an instruction book to show how to cook the raw food such as fish , chicken and vegetables. You can become good at cook even you don't like to cook before. It makes your kitchen clean, oilless and more safety. It is a must have machine in the kitchen.

  
",Size: 3.7Qt
20,20,"







  
  
    Perfect size for household of 4-5
  
",5.0,Ang Ang,"Reviewed in the United States October 24, 2020","








  
  Your browser does not support HTML5 video.










  
  
    
   Easy to use and Perfect sizeDon’t buy bigger than 3.7 QT if you have household of 5.  We got the 5.5 QT  at bestbuy before way too big.

  
",Size: 3.7Qt
21,21,"







  
  
    Loving the hell out of this fryer!!
  
",5.0,Janice ,"Reviewed in the United States March 28, 2021","









  
  
    
  Another gift to myself from Santa! This air fryer kicks ass!! Everything I’ve made is delicious.I’m still learning but use it all the time. Made a rub chicken, it was so tender and juicy. Great tasting French fries, cheese sticks, baked potatoes,Warm up pizza, breads, cookies it’s so functional.

  
",Size: 5.8Qt
22,22,"







  
  
    Great functionality
  
",4.0,Holly J Gergely,"Reviewed in the United States December 2, 2020","









  
  
    
  Gave to my mother as an early Christmas present. She already had an air fryer it was 3yrs old. She was extremely excited for the bigger basket and all the functions it has to offer. Really likes that the oven does not need to be used so often.

  
",Size: 5.8Qt
23,23,"







  
  
    Amazing product! Easy to use and clean.
  
",5.0,Alyssa M.,"Reviewed in the United States March 28, 2021","









  
  
    
  My mom had another brand that was more expensive and I just bought her this one for her birthday because it's sooo much better than the more expensive ones. It does so many amazing things and is ridiculously easy to clean (even for me and I'm lazy haha). I love all the settings and use it everyday.

  
",Size: 5.8Qt
24,24,"







  
    El buen espacio qué tiene adentro puedes hacer comidas completas en todas las demás funciones de uso
  
  
",5.0,Maria Pagan,"Reviewed in the United States February 23, 2021","









  
    
  Muy fácil de limpiar fácil de usar y tu comida queda con el sabor que le pones, además pueden hornear bizcochos panes budines muy buen espacio para todo adentro, me encanta es muy fácil, una maravilla mi máquina la amo Estoy súper encantada con ella y hace todo lo que dice la he probado en todo.

  
  
",Size: 5.8Qt
25,25,"







  
  
    Such a great buy!
  
",5.0,Judy,"Reviewed in the United States March 1, 2021","









  
  
    
  This is one of the best investments I have ever made for my kitchen.  I have cooked all sorts of things in it.  Meats are always juicy and tender.  I have used it to reheat ... WOW what a difference it makes for reheating already prepared meals.  The price is so reasonable and it works great and so easy to use.  Clean up is so easy!  I’m loving it ... every aspect of it.  No regrets on this purchase.

  
",Size: 5.8Qt
26,26,"







  
  
    Worth every penny
  
",5.0,Lora,"Reviewed in the United States January 10, 2021","









  
  
    
  Loving this. I work nights and it is great being able to heat up my dinner without worrying if I am going to burn it when I get distracted. So far I have cooked salmon patties, fries and french bread pizza in it and they have all turned out perfectly.

  
",Size: 5.8Qt
27,27,"







  
  
    What a great appliance!
  
",5.0,James R.,"Reviewed in the United States January 25, 2021","









  
  
    
  I'm trying to eat healthier but still like fried chicken and French fries.  This works surprisingly well.  Is it as good as KFC?  Not even close, but on the other hand the chicken turns out quite well.  You have to experiment a little to get things the way you like, but it's not too hard.  It cleans quite easily -- and way easier than scrubbing a greasy frier.

  
",Size: 3.7Qt
28,28,"







  
  
    I love my air fryer !!!
  
",5.0,Darci Sierra ,"Reviewed in the United States August 24, 2020","









  
  
    
  I love air fryer. It’s so easy to clean and simple to use even if you aren’t really a cook. So far I’ve made asparagus & bacon in it. I joined an air fryer Facebook group & got lots of tips and tricks for recipes. I’m so excited to try other dishes in the air fryer.

  
",Size: 5.8Qt
29,29,"







  
  
    Giftable air fryer!
  
",5.0,Cindy,"Reviewed in the United States March 13, 2021","









  
  
    
  I gave this product as a gift to my daughter-in-law and she loved it.  She has made delicious and nutritious meals for herself and her family.  The product is easy to use and easy to clean. I highly recommend this product.  I give it five stars!!!

  
",Size: 5.8Qt
30,30,"







  
    Really Good But...
  
  
",3.0,Santiago,"Reviewed in the United States October 20, 2020","









  
    
  Este fue un regalo, para mi sorpresa la canasta viene envuelta en plástico, mismo que estaba derretido en la hornilla. Estaba totalmente derretido & pegado. Tuve que sacarlo poco a poco porque era muy incomodo hasta lograr sacar el 95% del plástico. NO quería encender, tuve que presionar la gaveta hacia adentro de manera brusca para que encendiera. Ahora mi temor es que tenga que cerrar la gaveta de esa manera todo el tiempo. Entiendo que debería ser un cierre delicado & listo. Fuera de eso, cocina muy bien. La comida sale caliente, fresca & muy buen tiempo de cocción.

  
  
",Size: 5.8Qt
31,31,"







  
  
    New to Air Frying. So Far woking Great
  
",5.0,MJK,"Reviewed in the United States March 2, 2021","









  
  
    
  This was the right size for the two of us, Discussed to purchase a smaller one but more than happy with this size.After buying we then seperatley bought accessaries maybe should ave looked for a fryer that offered some.Easy to clean

  
",Size: 5.8Qt
32,32,"







  
  
    Great price,perfect work!
  
",5.0,Amazon Customer,"Reviewed in the United States November 1, 2020","








  
  Your browser does not support HTML5 video.










  
  
    
   I’ve had my Dash airfryer for just over 2 weeks now, I want to say I love it. First time buy fryer,this is the perfect price that I choosed.And the perfect size for us. Gresat for making kale chips, peta chips or crisping chick peas, but I’ve used it for part and all of some full dinner recipes, and even made a grilled cheese sandwich. Now all my family love it,it helps a lot for my cooking job now. And makes my life easy and better.

  
",Size: 3.7Qt
33,33,"







  
  
    I LOVE IT!
  
",5.0,Cesi,"Reviewed in the United States August 25, 2020","









  
  
    
  In short words, this air fryer is amazing!I’ve been dying to try one of these and i’m not disappointed at all. It’s a super versatile kitchen accessory that you cannot miss. At the very beginning the controls, settings and alerta are a little complicated to understand but after a few tomes using it, you totaly get the hang of it. It even reminds you to shake your food when it’s halfway done!I would totally buy again for sure.

  
",Size: 5.8Qt
34,34,"







  
  
    You are going to love it!
  
",5.0,Leidy,"Reviewed in the United States September 3, 2020","









  
  
    
  I just replace my big old one! I love this clean Style and space saver, it’s Perfect for reheat! So functional and great quality. 200% reccomended

  
",Size: 5.8Qt
35,35,"







  
  
    Good starter fryer
  
",3.0,C H,"Reviewed in the United States March 2, 2021","









  
  
    
  But it becomes hard to close after a while. I can’t use it without slamming the thing shut

  
",Size: 5.8Qt
36,36,"







  
  
    best steak ever
  
",5.0,Happy Homemaker,"Reviewed in the United States December 10, 2020","









  
  
    
  This product is outstanding for its price.  My husband is always trying out new things with it but always comes back to his favorite, steaks.  He grew up in the South, where they know how to cook......  everything.....  Anyway, thank you for this wonderful product.

  
",Size: 3.7Qt
37,37,"







  
  
    So far so good.
  
",5.0,tony,"Reviewed in the United States October 26, 2020","









  
  
    
  First thing that I like is the size, great for 2 people dinner.Easy to clean, no dead corner.Clear instruction for cooking time, really friendly for first time air fryer user.Only down side is the control, no fancy panel or screen, but at this price point, I will take it.Over all not a bad air fryer.

  
",Size: 3.7Qt
38,38,"







  
  
    LOVED IT!
  
",5.0,Home Hacks by Jess,"Reviewed in the United States August 31, 2020","








  
  Your browser does not support HTML5 video.










  
  
    
   Loved it! Easy to use, great quality and very stylish. It's big so I can fit a lot of things there and very easy to clean. I like that it has different options to either fry or bake.So far so good!

  
",Size: 5.8Qt
39,39,"







  
  
    Box was damaged, NO MANUAL
  
",2.0,mattie jones,"Reviewed in the United States December 30, 2020","









  
  
    
  I received this and the box was damaged, just a plain white box with the brand name. Upon taking out of the box there was no manual. I am writing this as this was a gift, She searched the internet for a manual and even searched Amazon for this exact item to which none was found. How embarrassed I was to have given this as a gift. I also purchased a 4 year extended warranty and received no additional paperwork on this warranty. I believe this company and Amazon failed before we even used the product. ****yes there is a link for the manual here, but on Christmas did I dare to log on and checked****

  
",Size: 5.8Qt
40,40,"







  
  
    Quick and Easy
  
",5.0,jonathan mendez,"Reviewed in the United States August 8, 2020","









  
  
    
  Made fries twice in my new air fryer - came out great. The fryer even makes a buzzing sound so you can shake the fries around to make sure they nice and evenly.

  
",Size: 5.8Qt
41,41,"







  
  
    Amazing & easy!
  
",5.0,Jessica,"Reviewed in the United States August 24, 2020","









  
  
    
  This air fryer is so easy to use! The first night I got it, I airfried chicken tenderloins. They came out so crispy and flavorful ! I cooked for a family of 4 and it took me about half the time it normally would if I was frying them in oil. Plus it’s so much healthier! Clean up was so easy - there was barley a mess so all I had to do was wipe it out. Definitely recommend to use!

  
",Size: 5.8Qt
42,42,"







  
  
    Good deal for size and price
  
",5.0,Sergio Baez,"Reviewed in the United States September 20, 2020","









  
  
    
  It does the job nicely, just takes some time to learn the all button features.  I wish the manual had more air frying information.  They make the directions too complicated.It's easy to clean and has a large tray to fit lots of food.  Good for its price.

  
",Size: 5.8Qt
43,43,"







  
  
    Best easy to use Air Fryer!!
  
",5.0,T. Rick,"Reviewed in the United States December 7, 2020","









  
  
    
  Wow, I'm really impressed with the Comfee air fryer.  I received it today and used it for the first time. The onion rings are very crisoy. The unit is easy. to operate and clean. I highly recommend it!!!

  
",Size: 5.8Qt
44,44,"







  
  
    Wish I had one of these years ago
  
",5.0,Renee SD,"Reviewed in the United States January 17, 2021","









  
  
    
  Great addition to quick meals, snacks and sweets.  Love this thing.  Wish I had had it years ago.  Saves on the fat and it's pretty quick as well.  MUCH better than a microwave because it crisps.

  
",Size: 3.7Qt
45,45,"







  
  
    convenient
  
",5.0,Helen ,"Reviewed in the United States October 27, 2020","









  
  
    
  This is a very popular kitchenware. I bought the air fryer cuz my friends recommended it to me. And I am very satisfied with that so far. My son likes fried meat and French fries. It is much easier for me to use the air fryer than the stove. And save a lot time on cleaning and cooking.  I only need to put the seasoned meat in the fryer and set the time, then I can do the other job while I am waiting.

  
",Size: 3.7Qt
46,46,"







  
  
    So far so good...
  
",4.0,Extreme Shopaholic,"Reviewed in the United States March 3, 2021","









  
  
    
  So far so issues. I will say that cooking in tge air fryers leave a lingering aroma in your home. Idk if if this particular one or all of them...I will come back to update, if it malfunctions.

  
",Size: 3.7Qt
47,47,"







  
  
    Nice Air Fryer with Decent Quality
  
",5.0,Holy Father,"Reviewed in the United States October 27, 2020","









  
  
    
  It is easy to set the cook time and temperature. I used 380 F for 25 min to cook the chicken wings, they are much crispier on the outside than the one cooked by the oven. I think it has a coated anti-stick layer inside, and it is very easy to clean by just resining with soap water. Nice air fryer for 50 bucks.

  
",Size: 3.7Qt
48,48,"







  
  
    Great investment
  
",5.0,Derrick David Bryant,"Reviewed in the United States January 27, 2021","









  
  
    
  I would highly recommend this.  My wife has been saying she wanted an air fryer for quite some time, so I decided to get one for her.  We have had it about a week and have used it 4 times.  Today I made fried chicken.  It came out great.  I first made her eggplant andy wife and daugjter could not get enough.It is very easy to use. The timer is definitely convenient.  Pretty easy to clean.  What are you waiting for, purchase yours today.

  
",Size: 3.7Qt
49,49,"







  
  
    Break time buddy
  
",5.0,Mary,"Reviewed in the United States October 2, 2020","









  
  
    
  In a hurry to eat for lunch break. So I give it a try... oh Wow! It cooks so fast. I like it!

  
",Size: 5.8Qt
50,50,"







  
  
    Great Value simplified features everything works great
  
",5.0,Amazon Customer,"Reviewed in the United States February 12, 2021","









  
  
    
  Purchase this air fryer two times before quality is really good. Everything works as it should it's got a nice look and the capacity is great. Purchase with full confidence

  
",Size: 5.8Qt
51,51,"







  
  
    Great air fryer
  
",5.0,ronald scott gentry,"Reviewed in the United States October 22, 2020","









  
  
    
  This one looks nice and fits under our cabinets. Our old fryer from another manufacturer  looked like one of those hair dryers from a salon. This air fryer cooks great and easy to clean.

  
",Size: 5.8Qt
52,52,"







  
  
    Read the instructions first.
  
",5.0,Ashanna Janelle,"Reviewed in the United States September 3, 2020","









  
  
    
  I am in love, honestly. I made Salmon for my meal prep and it came out better than it did in the oven. The Salmon is moist and crispy. *DISCLAIMER* READ THE INSTRUCTIONS FIRST. Dont be like me and hold the basket in the air and press the release button. The bottom portion of the basket will detach and hit the ground. This will damage the outer covering.

  
",Size: 5.8Qt
53,53,"







  
  
    Nice and easy
  
",5.0,Nick M,"Reviewed in the United States December 9, 2020","









  
  
    
  I didn’t use presets. Basically 350-400 4-15 mins to cook. Longer 20 mins for trd potatoes baby reds. In 1/4’s came out ok. Popcorn chicken and FF. Great. So far so good

  
",Size: 5.8Qt
54,54,"







  
  
    Easy to clean and use. Make crispy fries even if they were refrigerated
  
",5.0,Cody Sisco,"Reviewed in the United States November 10, 2020","









  
  
    
  The unit is very easy to clean and use. I have used it at least 3 times a week when I cook. It toasts bread in a few minutes and can cook crispy pork chops in under 20 min. You can even reheat refrigerated fries to a crispy snap from soggy.

  
",Size: 5.8Qt
55,55,"







  
  
    Okay
  
",4.0,Nic,"Reviewed in the United States October 8, 2020","









  
  
    
  Don't shake to hard basket comes detached

  
",Size: 5.8Qt
56,56,"







  
  
    Love it but concerned about the handle
  
",4.0,Toria,"Reviewed in the United States March 18, 2021","









  
  
    
  It feels like the handle is about to break. The inner part does not stay in. You gotta try and hold it in when telling to replace the pan. Other than that it's great!

  
",Size: 5.8Qt
57,57,"







  
  
    Good product！
  
",5.0,yawen huang,"Reviewed in the United States November 7, 2020","









  
  
    
  This air fryer has many functions. I use it to bake cakes and cupcakes. It is very successful and the same as an oven.  Its operation method is very simple, and it is easy to learn the first time it is used, because there are some data on the air fryer to provide reference when you want to use it.  I think it's easy to use and clean！

  
",Size: 3.7Qt
58,58,"







  
  
    Easy to use!!
  
",5.0,Sanjas Carr,"Reviewed in the United States January 14, 2021","









  
  
    
  I had to rave about this thing!! It is amazing and so super easy to use and clean!! If you love fried foods, the air fryer is great. Fried foods with no oil... I’m still amazed!!

  
",Size: 3.7Qt
59,59,"







  
  
    It produces a nauseating odour that causes headache
  
",2.0,Solomon,"Reviewed in the United States March 8, 2021","









  
  
    
  After three weeks of use, this fryer was still producing a nauseating odour each time we use it. The odour gives me headache and does not seem safe.

  
",Size: 5.8Qt
60,60,"







  
  
    Great for making hot snacks for kids
  
",4.0,Thomas,"Reviewed in the United States December 21, 2020","









  
  
    
  Nonstick coating so it’s easy to clean, great at making wings, pizza bites, hot dogs, cheese sticks, bacon, chicken nuggets. Must have if u have kids. Only issues: The on/off timer is a knob and it’s hard to set the timer for less than 10min.

  
",Size: 3.7Qt
61,61,"







  
  
    Perfect gift item
  
",5.0,Customer876,"Reviewed in the United States February 22, 2021","









  
  
    
  I got this as a gift for my mom and she absolutely loves it.  It is easy to use and easy to clean.  The menu options are easily understood and it is very effective.

  
",Size: 5.8Qt
62,62,"







  
  
    Perfect addition to my kitchen!!!
  
",5.0,E-R,"Reviewed in the United States August 25, 2020","









  
  
    
  OMG CAN I JUST SAY I’M IN LOVE!!! So I finally ordered my air fryer and this was the easiest, tastiest dinner ever!!! I’m sooo happy with this product and the taste of my food was A-M-A-Z-I-N-G!!! I totally recommend this product super easy to use.

  
",Size: 5.8Qt
63,63,"







  
  
    Beware!!!
  
",3.0,Eugene Vaughn,"Reviewed in the United States January 11, 2021","









  
  
    
  Instruction manual was useless. It did not have any instructions to actually use the fryer. It had no recipes or anything to actually use it. Very bad!!!

  
",Size: 5.8Qt
64,64,"







  
  
    My first AirFryer - works great - cooks fast - food tastes great
  
",5.0,D. North,"Reviewed in the United States January 22, 2021","









  
  
    
  For happy.  Only compliant is the dial - hard to get the exact time you are looking for and sometimes over cook - love this but would look for digital next time.

  
",Size: 3.7Qt
65,65,"







  
  
    Cool digital air fryer!
  
",5.0,Claudia Chavez,"Reviewed in the United States September 1, 2020","









  
  
    
  It’s here! I can’t wait to use it! Let me tell you how much bigger the compartment is for the food than the picture shows! Yet it will fit right on a counter and look perfect! I love that it’s digital because my sister has one that looks like a wind up timer and yuck not cute! Honestly you won’t know how cool this is till you have it in your hands!

  
",Size: 5.8Qt
66,66,"







  
  
    Oh the cooking we have done!
  
",5.0,michele springer,"Reviewed in the United States January 14, 2021","









  
  
    
  My kids got this for me as a gift.  We have made something in it everyday.  Super easy to use.  I would recommend cleaning right away after use or soaking.

  
",Size: 5.8Qt
67,67,"







  
  
    It’s Amazing!!
  
",5.0,Chris,"Reviewed in the United States January 7, 2021","









  
  
    
  Great buy on my part. I cook fired chicken and there is Less grease. Nice and  crunchy. Can’t wait to try make other foods with it.

  
",Size: 5.8Qt
68,68,"







  
    Fácil de usar
  
  
",4.0,Jenny,"Reviewed in the United States January 30, 2021","









  
    
  La tapa del frente vino rota pero me lo replasaron ,, cuidado con la canasta se cae y dice que trae un recetario pero el mio nunca llegó ,, pero apesar de todo muy buen producto fácil de limpiar y usar lo recomiendo

  
  
",Size: 5.8Qt
69,69,"







  
  
    As expected and an excellent purchase
  
",5.0,Michael Hoadley,"Reviewed in the United States November 6, 2020","









  
  
    
  I've been very pleased with this.  It isn't the most expensive on the market, but it has a decent capacity and it works great.

  
",Size: 5.8Qt
70,70,"







  
  
    Good gift!!
  
",5.0,LylaT,"Reviewed in the United States February 23, 2021","









  
  
    
  But it as a birthday gift for my sister. She loves it. Says it’s easy to use and easy to clean. She uses it daily.

  
",Size: 3.7Qt
71,71,"







  
  
    Great product! Easy to use
  
",5.0,Sherry ,"Reviewed in the United States October 22, 2020","









  
  
    
  I have used this for one week now, it’s brings me lots of surprises. . I used it everyday! In the morning I toasted my bread 🍞. And I cooked some fried chicken in the picture for my puppy. He loves it! It saves a lot of time for cook! The oven used to roast chicken legs has to bake for an hour, but this air fryer is long 15 minutes and the food is crispy and tender.  It is easy to use and clean. Recommend!

  
",Size: 3.7Qt
72,72,"







  
  
    Love it!
  
",2.0,Damian S Kelley,"Reviewed in the United States January 2, 2021","









  
  
    
  Great product for healthy frying! Food comes out crisp and delicious! Easy to operate and clean! Love it!!

  
",Size: 3.7Qt
73,73,"







  
  
    Must have air fryer!
  
",5.0,Sarn't,"Reviewed in the United States September 23, 2020","









  
  
    
  Great air fryer, haven't used all the features but cooks all meats including fish, well. Haven't even looked at my stove, this is my go to now. Coming in late, forgot to defrost, cooking dinner is a jiff with this. Happy I bought it.

  
",Size: 5.8Qt
