,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
26,870,"







  
  
    Five Stars
  
",5.0,Amazon Customer,"Reviewed in the United States June 9, 2018","









  
  
    
  This was a gift. He loves them.

  
",
27,852,"







  
  
    Three Stars
  
",3.0,Gigisamma,"Reviewed in the United States August 22, 2016","









  
  
    
  Got some duplicates but they are in good condition

  
",
28,596,"







  
  
    In your picture of the assortment you show some good cards but the assortment doesn't contain anything special
  
",1.0,maribeth hale,"Reviewed in the United States February 22, 2018","









  
  
    
  I find this assortment disappointing.  In your picture of the assortment you show some good cards but the assortment doesn't contain anything special. Misleading to young people. My granddaughter learned with her allowance money that everyone does not deal fairly.

  
",
29,148,"







  
  
    He is happy!
  
",5.0,Princess yaya,"Reviewed in the United States April 5, 2019","









  
  
    
  I gifted this to a kid in my neighborhood who loves Pokemon cards.  I don't know whether or not they are authentic and I don't think he knows or cares.  All I know is that he was very very happy to get these Pokemon cards.

  
",
30,238,"







  
  
    Buyers Beware
  
",1.0,Amazon Customer,"Reviewed in the United States December 27, 2016","









  
  
    
  DO NOT BUY DO NOT BUY!!!!I thought these cards were going to be new. They were used and it wasn't a great mixture of the ""good"" and ""bad"" cards. Terrible Christmas gift and false advertisement. I should have read more reviews!!!!

  
",
31,135,"







  
  
    Many of the same cards! Grandson disappointed
  
",1.0,CHERYL STEPHEN,"Reviewed in the United States February 16, 2019","









  
  
    
  Very limited variety l. Many of the same cards. The worst part is that they are not eligible for return

  
",
32,874,"







  
  
    Awesome buy
  
",5.0,andie lorincz,"Reviewed in the United States April 30, 2017","









  
  
    
  My daughter loved the cards and now wants a holder for them!! She thought they were cool.

  
",
33,314,"







  
  
    uh
  
",3.0,epic gamer kid,"Reviewed in the United States December 2, 2020","









  
  
    
  i guess there pretty cool, but they feel different from my other cards. i dont know if thats because theyre possibly fake, or newer but i dunno. i dont trust them so i didnt add them to my deck lol

  
",
34,542,"







  
  
    FAKEEEE
  
",1.0,D ,"Reviewed in the United States April 7, 2020","









  
  
    
  These cards are fake it’s multiple duplicates of the cards 20 something cards were the same cards not worth it at all

  
",
35,282,"







  
  
    great for a starter pack
  
",4.0,Krista,"Reviewed in the United States January 1, 2020","









  
  
    
  My 6 year old just started getting into Pokémon, this was a great first purchase for him. I am disappointed that there were at least 6 doubles in the pack, but mostly satisfied.

  
",
36,301,"







  
  
    LOVE
  
",5.0,Stephanie Chaffin,"Reviewed in the United States June 5, 2020","









  
  
    
  These are great!  Great variety as well!  Mostly all different cards!!!

  
",
37,234,"







  
  
    Great for memories
  
",4.0,GBell,"Reviewed in the United States July 27, 2016","









  
  
    
  Not bad. Not bad. I purchased this as a gift, and I only had one or two duplicates. We weren't very interested in trainer cards, just the actual Pokemon ones, and it seemed like we got a LOT of trainer cards. I didn't receive any rare cards.But they were in nice condition, almost mint. Not bad for the price and the nostalgia of the cards.

  
",
38,216,"







  
  
    Great to start your collection
  
",5.0,Maria Crowley,"Reviewed in the United States February 25, 2021","









  
  
    
  My 8 yr old son loves them. He’s just started collecting them. If he’s happy I’m happy!

  
",
39,334,"







  
  
    good not great buy
  
",4.0,Kanvor,"Reviewed in the United States April 14, 2020","









  
  
    
  a lot of double cards

  
",
40,904,"







  
  
    Worth it!
  
",5.0,Yoli,"Reviewed in the United States April 1, 2018","









  
  
    
  A great set of cards. I did get 5 duplicates, but I also did get 4 extra cards in the mix.

  
",
41,1014,"







  
  
    Fake
  
",1.0,Ben ,"Reviewed in the United States December 11, 2020","









  
  
    
  Cards are fakes.

  
",
42,415,"







  
  
    Great Buy
  
",5.0,amhart87,"Reviewed in the United States July 4, 2016","









  
  
    
  I got these for my nephew for his birthday. I was worried that there might not be very many good cards in this bunch. He said that they were great, and that he got a lot of good cards. I would definitely recommend for the price.

  
",
43,197,"







  
  
    Extremely disappointing
  
",1.0,Adam Baldwin,"Reviewed in the United States January 7, 2020","









  
  
    
  Extremely disappointed. Received only 7 actual Pokémon cards, the rest were energy cards or trainer cards. We ordered to give as party favors for 5 year old’s party. Would have been awesome to get a bunch of Pokémon. Other reviews said they received 25 cards of two different Pokémon...We would have gladly taken the 25 of a single type of Pokémon to give out. Can’t do much with seven Pokémon for about 20 kiddos.And we can’t return them.

  
",
44,926,"







  
  
    I would rather buy booster packs, just my opinion
  
",1.0,Don't be a dingus,"Reviewed in the United States November 5, 2020","









  
  
    
  Not very many appealing or useful cards. Think of this as the cheaper alternative to getting booster packs

  
",
45,271,"







  
  
    Gifted to a 5yr old
  
",5.0,Nickol,"Reviewed in the United States October 2, 2018","









  
  
    
  There were plenty of repeats in here, but the kids didn't care.

  
",
46,419,"







  
  
    great for party favors
  
",5.0,Mrs. Russell,"Reviewed in the United States January 4, 2015","









  
  
    
  I don't know much about the game, so I  can't say if these cards are good for that.The cards I got looked pretty basic. I will say that they arrived in like new condition. I only had 8 doubles from the pack and was impressed overall with the purchase.I used some as party favors for my sons birthday and he got to keep the rest.

  
",
47,581,"







  
  
    My grandson had fun with these. As expected.
  
",5.0,cheryl ann ferguson,"Reviewed in the United States January 21, 2018","









  
  
    
  My grandson had fun with these. As expected.

  
",
48,590,"







  
  
    Not a horrible deal.
  
",3.0,Amazon Customer,"Reviewed in the United States December 4, 2020","









  
  
    
  I bought 3 packs one pack came opened and missing a few cards. The other 2 packs were closed but only got 49 in each of those packs.

  
",
49,821,"







  
  
    Four Stars
  
",4.0,Amazon Customer,"Reviewed in the United States January 1, 2018","









  
  
    
  Happy

  
",
50,3,"







  
  
    VERY DISAPPOINTED
  
",1.0,AE,"Reviewed in the United States January 10, 2016","









  
  
    
  The sellers first line about the cards is a lie. The first line says, ""This lot contains NO DUPLICATE cards."" I literally copied and pasted that sentence from the information about the cards. I received 25 Spewpa cards and 25 Quilladin cards - The cards are clearly brand new; however, I expected to receive 50 different cards. I will now go waste my time trying to figure out how to either get my money back or actually get 50 different cards.

  
",
51,631,"







  
  
    Would not recommend.
  
",2.0,Third Year,"Reviewed in the United States April 13, 2018","









  
  
    
  no energy cards. would not recommend. has at least 7 pairs of doubles. do not waste your money.

  
",
52,738,"







  
  
    Five Stars
  
",5.0,JCR,"Reviewed in the United States January 9, 2018","









  
  
    
  gift for grandkids

  
",
53,213,"







  
  
    Only 39 cards!!
  
",1.0,Heidi Marks,"Reviewed in the United States December 11, 2019","









  
  
    
  Package arrived open and 11 cards are missing. There is no return on this item but I would have expected a full deck!

  
",
54,428,"







  
  
    Catds
  
",5.0,deborah mathis,"Reviewed in the United States October 4, 2019","









  
  
    
  Grandson loves them

  
",
55,411,"







  
  
    Great value
  
",5.0,Mindy Wise,"Reviewed in the United States October 12, 2020","









  
  
    
  My boys loved them and I loved the price.

  
",
56,499,"







  
  
    Five Stars
  
",5.0,AndreaD,"Reviewed in the United States August 3, 2018","









  
  
    
  Work at a school students love these as a prize

  
",
57,848,"







  
  
    Five Stars
  
",5.0,Rene Morales,"Reviewed in the United States January 8, 2018","









  
  
    
  excellent

  
",
58,964,"







  
  
    ... grandson thought he won the lottery he was so happy for a seven year old boy he said it ...
  
",3.0,carol,"Reviewed in the United States January 5, 2018","









  
  
    
  my grandson thought he won the lottery he was so happy for a seven year old boy he said it was the best gift

  
",
59,539,"







  
  
    One Star
  
",1.0,ManneQuin Manny,"Reviewed in the United States April 24, 2018","









  
  
    
  I would never buy this again I got 20 cards out of  30

  
",
60,601,"







  
  
    My son was disappointed with these cards and also that is not 50 ...
  
",1.0,E. L.,"Reviewed in the United States October 2, 2017","









  
  
    
  My son was disappointed with these cards and also that is not 50 pieces. just only 41 pieces. I want to return it, but it is not processing. Horrible!

  
",
61,337,"







  
  
    Many, many, duplicates!!!
  
",1.0,aaron,"Reviewed in the United States March 22, 2021","









  
  
    
  Received these cards 4 packs, packaging was basic, shipping was a little slow, duplicates ? Yes!!! And triple and quad duplicates, received many, many duplicates, quite a few of 3 & 4 of same card 1 card I received 5 of it. I can understand a couple of duplicates but this was just totally ridiculous!!!’

  
",
62,978,"







  
  
    Four Stars
  
",4.0,Amazon Customer,"Reviewed in the United States January 1, 2018","









  
  
    
  Did not come in packaging, just loose cards.

  
",
63,78,"







  
  
    Arrived on time and in great condition. However
  
",4.0,Jacqueline Campos,"Reviewed in the United States December 27, 2016","









  
  
    
  Arrived on time and in great condition. However, the 'no duplicates' thing is a lie. I had about 10% duplicates and another 10% trainers. It wasn't terrible, but since my son doesn't really play and only 'collects' the guys, it was just wasted on us. It was nice to buy cards with no energies, though. Its a decent buy for the budding collector.

  
",
64,182,"







  
  
    Great for the price!
  
",5.0,Kylie Mercadante,"Reviewed in the United States December 30, 2019","









  
  
    
  My son is 7, and this was an excellent starter pack for him! The cards came in perfect condition and we didn’t get any duplicates. Very very happy with my purchase!

  
",
65,0,"







  
  
    Yea for duplicates! We LOVE this 28-pack of 50 cards!
  
",1.0,squirts,"Reviewed in the United States December 26, 2017","









  
  
    
  Yea! 50 cards for my kid. Oh wait, it's like 28 cards due to duplicates. Oh, and it's really awesome if your kid wants 6 of the same one! How exciting to look through the stack of 50 and feel the thrill of seeing the same card over and over. Good thing that feeling doesn't diminish or get old, because it happens a lot with this set. I should have ordered two packs so we could extend the excitement! I may keep ordering hoping I can get as lucky as a previous reviewer who had the good fortune of getting two different cards in this set of 50. To think, being blessed with 25 copies of the same 2 cards. Oh The Joy!

  
",
66,750,"







  
  
    Kids love them
  
",4.0,Katherine Pietras-Allison,"Reviewed in the United States March 4, 2019","









  
  
    
  They're Pokemon cards. Expensive as always.

  
",
67,434,"







  
  
    Duplicates Galore!
  
",2.0,Tommy,"Reviewed in the United States October 31, 2020","









  
  
    
  I know I ran the risk of getting duplicates but getting 4+ of 3 different types of cards is a little excessive. I’ll have to learn my lesson in the future

  
",
68,304,"







  
  
    A few repeats, but not too many
  
",4.0,J. Ransom,"Reviewed in the United States July 15, 2017","









  
  
    
  My 8 year-old loves these. There are a few (maybe 4) duplicates and a triplicate or 2, but all of the others are different. He plans to trade his repeat cards with friends.  They are basic and stage 1 Pokemon cards.

  
",
69,7,"







  
  
    Buyer Beware.
  
",1.0,Kindle Customer,"Reviewed in the United States December 24, 2015","









  
  
    
  Buyer beware that ""assorted"" is a relative term. We received the item and there were about 20 of one pokemon and 20 of another (both common) and the remaining 10 were also very common. We expected there to be SOME duplicates but to get as many as we did was a major disappointment to my son. If nothing else, either make a major caveat that this will probably be the customers experience or use a product photo that is a little closer to reality.

  
",
70,998,"







  
  
    Great product
  
",5.0,Maof3,"Reviewed in the United States February 8, 2021","









  
  
    
  My daughter loved them they were packaged well no damage when it arrived

  
",
71,293,"







  
  
    Good gift
  
",5.0,Ashley N.S,"Reviewed in the United States December 29, 2020","









  
  
    
  As pictured, and my son loved his cards

  
",
72,923,"







  
  
    Great deal, but a lot of repeats
  
",4.0,April M.,"Reviewed in the United States March 29, 2018","









  
  
    
  Great deal and fast delivery, although there were 17 of them that were doubles, triples, and even a quadruple if one  :/

  
",
73,650,"







  
  
    Five Stars
  
",5.0,Jade,"Reviewed in the United States April 30, 2018","









  
  
    
  Great! And item as described- thanks so much!

  
",
74,71,"







  
  
    Wrapped in cellophane, otherwise good
  
",4.0,Wen,"Reviewed in the United States September 23, 2020","









  
  
    
  This is a gift and I was pretty disappointed that the cards came wrapped in cellophane.  Having said that, the cards were all there and in good shape.  There may have been one or two duplicates but I don't think that is unreasonable.  I'll just have to get creative on my presentation!

  
",
75,514,"







  
  
    They’re Pokémon cards.
  
",5.0,Sarah K.,"Reviewed in the United States February 19, 2019","









  
  
    
  Exactly what I thought I was getting.

  
",
76,1008,"







  
  
    Good item
  
",5.0,Amazon Customer,"Reviewed in the United States March 11, 2021","









  
  
    
  I liked this item

  
",
77,355,"







  
  
    Great buy with only 2 duplicates!
  
",5.0,Madison,"Reviewed in the United States May 4, 2020","









  
  
    
  We got 47 different cards only 2 duplicates! Thank you! My 6 year old loves them already!

  
",
78,685,"







  
  
    Great!
  
",5.0,Katie M,"Reviewed in the United States June 1, 2019","









  
  
    
  Great assortment, only a few duplicates within two packs ordered.

  
",
79,952,"







  
  
    Do not recommend.
  
",3.0,Gregory Stepka,"Reviewed in the United States December 18, 2016","









  
  
    
  only 44 cards in the assortment, most of which were double or even triples.  Also took 2 plus weeks to deliver.  Do not recommend.

  
",
80,347,"







  
  
    Five Stars
  
",5.0,Summer Reader,"Reviewed in the United States April 21, 2018","









  
  
    
  Bought for my grandkids and they really their gifts.

  
",
81,528,"







  
  
    Awesome
  
",5.0,LaTasha Flowers,"Reviewed in the United States February 18, 2019","









  
  
    
  Great entertainment for kids.

  
",
82,310,"







  
  
    ... for my 10 year old for Easter and he loved them! We did not get duplicates some were ...
  
",5.0,Brenna Bushman,"Reviewed in the United States April 2, 2018","









  
  
    
  I got these for my 10 year old for Easter and he loved them! We did not get duplicates some were the same character but different levels. He was very excited for everything that was there, I purchased two packs of 50.

  
",
83,829,"







  
  
    Dont expect too much.
  
",3.0,cyndi m.,"Reviewed in the United States May 28, 2017","









  
  
    
  These are not new cards. They were in great condition but just know they are not new. Most of the cards were trainer cards and I also got a couple duplicates. I'd say about half of them were trainers.

  
",
84,992,"







  
  
    Looks can be deceiving
  
",1.0,Kim M,"Reviewed in the United States February 16, 2018","









  
  
    
  Didnt get what my son thought he was ordering.  Pic shows GX cards and all he received were regular cards. Disappointed

  
",
85,724,"







  
  
    Good quality
  
",4.0,chelsey smith,"Reviewed in the United States March 17, 2021","









  
  
    
  Wish it had pikachu, but otherwise they’re original cards.

  
",
86,626,"







  
  
    Five Stars
  
",5.0,Amazon Customer,"Reviewed in the United States June 7, 2017","









  
  
    
  Just a few duplicates. My kids head imploded due to its awesomeness!

  
",
87,140,"







  
  
    Do not buy
  
",1.0,percy,"Reviewed in the United States November 13, 2020","









  
  
    
  Cards arrived with packaging cut open! Clearly used and not new.

  
",
88,491,"







  
  
    Three Stars
  
",3.0,dragonbaby,"Reviewed in the United States December 11, 2016","









  
  
    
  some cards are old fashion.

  
",
89,449,"







  
  
    but they were a good value compared to the ones at the big box ...
  
",4.0,Mother Biscuit,"Reviewed in the United States December 8, 2014","









  
  
    
  There is not too much I can say about these since they are a gift for my nephews and therefore have yet to be seen by the recipient, but they were a good value compared to the ones at the big box stores in the area and last time they got Pokemon Cards, they were thrilled. I'm pretty sure you can't go wrong with these if you have a Pokemon fan or collector in your family.

  
",
90,963,"







  
  
    Fun
  
",5.0,Renee K,"Reviewed in the United States August 2, 2017","









  
  
    
  My grandson loved the cards.

  
",
91,26,"







  
  
    Meh
  
",3.0,Amazon Customer,"Reviewed in the United States July 3, 2017","









  
  
    
  I'm just getting back into Pokemon TCG collecting since I lost my entire collection back in 2002. I purchased this as a way to start building a base, while this product was on it's way to me, I had purchased some cards from the local Walmart. By the time the cards got to my house, I was excited, waiting to see what kind of random goodies it came with, and it is truly an assorted lot. I only received about 5 cards I did not already get from the packs at Walmart, everything else were basic cards from the current set, all commons and a few uncommons, no reverse holos and no rares or greater.Personally, will not buy again, there are far better uses of the price.

  
",
92,747,"







  
  
    Surprise Gift
  
",3.0,DS0704,"Reviewed in the United States September 11, 2018","









  
  
    
  Received card Grand Daughter was very excited.  We also received duplications. She was excited that she could trade some with friends

  
",
93,136,"







  
  
    Great as goody bag stuffers but not for collecting
  
",5.0,Jasmine Monroe,"Reviewed in the United States April 30, 2020","









  
  
    
  The cards are good quality however, these are not for avid collectors or those who play the game. The Pokemon on the cars are low power and thus pretty useless when battling pokemon.

  
",
94,1011,"







  
  
    Value 50 cards for $10
  
",5.0,AMANDA,"Reviewed in the United States December 26, 2020","









  
  
    
  This was a gift for my niece.

  
",
95,909,"







  
  
    Five Stars
  
",5.0,John A. Presutti,"Reviewed in the United States August 21, 2017","









  
  
    
  Nephews love it

  
",
96,155,"







  
  
    good mixed pack
  
",5.0,HvyD,"Reviewed in the United States September 3, 2017","









  
  
    
  This is a good pack of basic cards (not all basic pokemon, but not many/any super special cards). No energy or trainers received. We got lucky based on the other reviews and didn't get a single duplicate in our pack.  We are using these as party favors for my kiddo's Video Game/game Themed birthday party.  All were in great condition and at a great price.

  
",
97,233,"







  
  
    but other than that it's all good. Packaging was good
  
",4.0,josie damon,"Reviewed in the United States November 26, 2017","









  
  
    
  There are some duplicates, which is why I'm giving it 4 stars, but other than that it's all good. Packaging was good, they arrived in good condition, for a low price i think it's worth the gamble of if it's gonna be 25/25 like a few other reviews say lol.

  
",
98,325,"







  
  
    Great gift.
  
",5.0,Melissa Musson,"Reviewed in the United States June 8, 2020","









  
  
    
  Great price and assortment. Kids loved them.

  
",
99,796,"







  
  
    Five Stars
  
",5.0,Amazon Customer,"Reviewed in the United States May 25, 2018","









  
  
    
  Grandsons love these

  
",
100,37,"







  
  
    Disappointing..
  
",3.0,Amanda,"Reviewed in the United States February 26, 2020","









  
  
    
  My son loves pokemon, I have purchased 2 packs from here. I also sent my mom the link and she ordered a pack. All 3 were great. The packs separately did not have a ton of duplicates HOWEVER putting all 3 together almost every card had between 1 and 4 duplicates. So from our experience, the packs are all pretty much the same. They also didn't come with any good or ""rare"" cards. I would not suggest buying more than 1 pack from here, I won't be buying any more.

  
",
101,161,"







  
  
    Poor Product and False Advertising
  
",1.0,MCP,"Reviewed in the United States December 9, 2015","









  
  
    
  There were 29 cards that were repeats of cards in the 50 card pack and every card was basic. My seven yr old was disappointed - which made me disappointed - hence the honest review. Do not waste your money on these cards.

  
",
102,559,"







  
  
    Bent and broken with MANY multiples.
  
",2.0,Nikki McNeely,"Reviewed in the United States September 8, 2016","









  
  
    
  The cards were not protected very well and we ended up with some bent ones as well as many multiples. I expected a few but we ended up with 5 of one card and 4 of another plus some pairs and triplets. In total my daughter only really received 30 ish cards and some were bent. Horrible product.

  
",
103,36,"







  
  
    A lot of duplicates.
  
",3.0,Andrew Trumble,"Reviewed in the United States March 12, 2021","









  
  
    
  I wasn’t expecting a holographic charizard or anything, and I expected a few duplicates but having 5-6 cards each of 3 Pokémon is a bit much. But the silver lining is that all the cards were Pokémon, no energy or trainer cards. I’m sure my 5 year old will still love them, maybe his friends have cards and will trade him some of their duplicates, but I probably wouldn’t buy this again. It came packaged in shrink wrap with the cards exposed, not the normal booster pack packaging

  
",
104,110,"







  
  
    Great Variety! I was worried after reading reviews about ...
  
",5.0,Mel,"Reviewed in the United States November 29, 2016","









  
  
    
  Great Variety!  I was worried after reading reviews about people buying this product and receiving 10 copies of only 5 different characters.  I received a pack that had no duplications!  It was shipped quickly, the cards arrived in excellent condition, and again, NO DUPLICATES!

  
",
105,62,"







  
  
    Good value but more duplicates than expected
  
",2.0,Jess,"Reviewed in the United States February 25, 2021","









  
  
    
  Well this is a good value for the number of cards, I was disappointed to see six of the same card, three of the same for 2 characters and 2 of the same for 2 other characters... I understand duplicates of maybe two or three but six??? A little disappointed... but again… It does say duplicates would occur just doesn’t warn you that it could be six. Buyer beware.

  
",
106,372,"







  
  
    Great value
  
",5.0,Erica Wilson,"Reviewed in the United States July 30, 2020","









  
  
    
  Good amount of cards for price

  
",
107,1018,"







  
  
    No complaints
  
",5.0,Amazon Customer,"Reviewed in the United States July 6, 2012","









  
  
    
  Absolutely no complaints from me. Especially since I went out and priced individual packs at a store (5/pack!!). I got these for my daughter who turns 10 this weekend. Her card collection is very limited, so I figured this would be a great way to boost it. There was 1 quadruplicate, 3 triplicates, and 7 duplicates. And I could have produced that buy buying packs at the store and spending a whole lot more. There was only 1 trainer, and yes, most of them were basic. But like I said, her collection is very limited anyway. I ended up with 57 cards total. So, all in all, I'm pleased. And I know she'll love it when she opens them up this weekend.

  
",
108,911,"







  
  
    Happy kid
  
",5.0,Kindle Customer,"Reviewed in the United States December 20, 2019","









  
  
    
  Only one duplicate. Daughter was so excited.

  
",
109,438,"







  
  
    Fun
  
",5.0,Charlott,"Reviewed in the United States October 14, 2018","









  
  
    
  Fun

  
",
110,872,"







  
  
    Waste of money
  
",1.0,Stephanie Kibler,"Reviewed in the United States December 7, 2020","









  
  
    
  Don't waste your money. Tons of duplicates no rare cards...came in paper bag sealed with a sticker. Will be returning

  
",
111,80,"







  
  
    Waste of money
  
",1.0,therealjenlaw,"Reviewed in the United States July 7, 2017","









  
  
    
  Waste of money. My son spent his own money on this and was so disappointed. Description states pack would include at least some foil cards; we received none. Also description stated cards were diverse when in fact we received mostly duplicates including 7 of one card and 5 of several others. More than half of the deck was made up of only 4 different cards. Even more disappointed to find out that there is a no return policy on this item. Worst item I ever purchased on Amazon. If I could give zero stars, I would!

  
",
112,383,"







  
  
    My son likes them........
  
",3.0,stella lerario,"Reviewed in the United States April 11, 2019","









  
  
    
  the cards are good for younger kids since their not up to date.........

  
",
113,881,"







  
  
    No issues to report
  
",5.0,Jennifer Small,"Reviewed in the United States June 3, 2018","









  
  
    
  Item was as advertised and came on time with no issues.

  
",
114,566,"







  
  
    Awesome!
  
",5.0,Mandilou W.,"Reviewed in the United States November 22, 2018","









  
  
    
  As promised a huge stack of Pokémon cards for the boys!

  
",
115,834,"







  
  
    Very upset!!!
  
",1.0,Jessica,"Reviewed in the United States February 7, 2021","









  
  
    
  Horrible !!! We got all doubles from a cheap deck and nothing but energy cards and trainer cards they where double even tripled ! RIDICULOUS!!!

  
",
116,70,"







  
  
    Great assortment
  
",5.0,Kittens,"Reviewed in the United States April 1, 2019","









  
  
    
  Great assortment of Pokemon cards! My daughter was super excited about all the different cards she received in package. There were no duplicates. Great quality! Only thing is they come in a clear plastic bag, no other type of packaging - so there are no surprises! :) Def recommend though as we are pleased with this purchase otherwise. Excellent price!

  
",
117,789,"







  
  
    Five Stars
  
",5.0,NESTE35,"Reviewed in the United States December 28, 2016","









  
  
    
  My son loves these cards

  
",
118,357,"







  
  
    Fun to collect!
  
",5.0,Babe,"Reviewed in the United States September 12, 2020","









  
  
    
  Grand kids love them!

  
",
119,567,"







  
  
    perfect for the little collector
  
",5.0,Alexis,"Reviewed in the United States July 28, 2018","









  
  
    
  Seven year old loves it.

  
",
120,843,"







  
  
    Get if you want some mediocre cards
  
",2.0,Matthew,"Reviewed in the United States December 30, 2020","









  
  
    
  The company/person who sells the cards kept all of the “good” cards (the reverse holos and any good rare card). So you’ll only get a bunch of meh cards

  
",
121,584,"







  
  
    Pokémon cards
  
",5.0,jennifer ramirez,"Reviewed in the United States December 29, 2018","









  
  
    
  Bought for my nephew for Christmas since he loves collecting Pokémon cards. He absolutely loved these.

  
",
