,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
10,10,"







  
  
    Consistent steady supply
  
",5.0,Dennis Hamilton,"Reviewed in the United States September 1, 2020","









  
  
    
  I have found that this paper is the most consistent for every-day inkjet printer usage on the two HP ENVY Photo units in the household.  It is used mostly for black-and-white and pages such as emails and with highlight colors like the grocery shopping list from the grocery web site.  It works well with images from screen captures and on-line sites, even white on saturated black backgrounds when I can't avoid them.  I rarely need to switch to photo quality paper and high-quality print settings.Although HP provides on-line ordering, I have found order-management and fulfillment by Amazon Prime to be easier and also a cost-benefit, along with elimination of inessential travel.  This July 20, 2020 order was a re-order of a 2018-11-23 order of the same product.  There is no problem keeping a supply for such an extended time, consuming on ream at a time.

  
",Size: 5 Ream  2500 SheetsStyle: Letter (8.5 x 11)
11,11,"







  
  
    Straight Good Paper 👍
  
",5.0,,"Reviewed in the United States November 26, 2019","









  
  
    
  Its paper. ... Came with the wrap all torn up but the paper was not crinkled up or folded so 👍 Will be buying more in the future. Costs the same as what I could get at office depot but it's a little higher quality so that's good. And I don't have to deal with sh*tty office depot workers who act like it's their business what I do and what I need whatever I'm buying for. 🤔 Ridiculous people who act like they are better than you and you the customer answer to them. Really weird. I'm so put off by brick n mortar shopping. Amazon is the best. 👍I will add though my printer stopped loading paper correctly and it kept jamming so I had to buy a new printer. Coincidence? 🤔 The new printer had no problems loading this paper. ... You decide.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
12,12,"







  
  
    Solid Results from My New Laser Jet Printer
  
",5.0,Maryland Techy,"Reviewed in the United States October 8, 2020","









  
  
    
  I've gone through a ton of printers.  It seems right when their factory ink runs out, they start having issues.  So I got tired of the BS and took the plunge and got an HP Laser Jet Pro printer.  Of course, with crappy paper, the colors would be dull, the feel of the paper is sketchy, getting it to feed properly without jamming (especially in the heat of a laser printer) is all basically a flip of the coin.  ""Here's hoping it feeds...and feeds straight...and holds the ink...and doesn't smear.So I got some HP paper figuring HP paper, HP printer, match made in heaven and I can finally stop feeling a twinge of anxiety as to if sending something to print will be the beginning of a battle with the printer, the ink, and the paper.GOOD NEWS, this paper feels great, it feeds perfectly (just the right thickness of paper) and holds the ink perfectly!  Its not the least expensive paper you could buy on Amazon...but hey, you get what you pay for.  And to have prints you can rely on...this is your best bet!

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
13,13,"







  
  
    Annoyed
  
",4.0,Sara Fender,"Reviewed in the United States December 5, 2020","









  
  
    
  Okay print quality, great. Amount of paper per pack, good. But, the way it arrived was just annoying. The packages, both packages, were destroyed. I'm just glad that not *all* the paper wasn't ruined. A few of them we're dirty and needed to be wasted. I don't have the time to send them back to probably just to get more in the same condition so kept what I had. But next time, I'll buy more paper elsewhere.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
14,14,"







  
  
    Lower quality than Staples brand paper
  
",1.0,AmazonUser,"Reviewed in the United States December 10, 2020","









  
  
    
  I thought I was getting good paper with all the 5 star reviews here. But when I looked at a sheet, something seemed off about it.At my office, we use Staples brand 20 lb 92 brightness paper, the same specs as this HP paper.  I went to my office and brought one sheet of the Staples paper home so I could compare it with the HP paper.I could definitely see a difference holding up the sheets against a light. The HP paper looked more ""spotty"" than the Staples paper.  Just hold up a sheet against a light and you'll see what I mean.  The Staples paper is less spotty.  Also, the Staples paper is more white, and the HP paper looks a bit purplish against a light.Also, I bought 3 of these reams, and like several other reviewers mentioned, 2 of the reams had the packaging ripped open in the box.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
15,15,"







  
  
    Game, nay, Life-Changer
  
",5.0,Kaitlyn D. Traughber,"Reviewed in the United States May 30, 2020","









  
  
    
  Where do I even begin? Before my purchase of this paper I was lost. I was swimming in a world of sub-par paper. Flyers, assignments, bills, essays: all written on paper that was not up to par.Then I saw this case.Now I’m a believer.There is no going back. So crisp! So clean! It’s like my eyes did not know what the color “white” reallt was before this paper came into my life. Other colors have become more vibrant - and I’m sure this has nothing to do with my recent eye appointment.We are talking a 1:1 paper ratio here, people!This paper makes me want to be a better person.It was made with trees that make a difference.And as we all know, paper is life: so buy it.

  
",Size: 10 Ream  5000 SheetsStyle: Letter (8.5 x 11)
16,16,"







  
  
    Incompatible paper! What on earth...
  
",1.0,nopotato,"Reviewed in the United States April 29, 2019","









  
  
    
  Really bad paper. First time in 7 years of epson printer that it fouled up and jammed consistently. Worked on my newer hp printer but honestly unacceptable! R we reaching era of proprietary paper?!

  
",Size: 3 Ream  1500 SheetsStyle: Letter (8.5 x 11)
17,17,"







  
  
    NEVER KNEW THERE’S SUCH A THING AS BAD PAPER
  
",1.0,candice jacob,"Reviewed in the United States January 9, 2020","









  
  
    
  DO NOT BUY THIS PAPER. I BROKE MY GOOD PRINTER THINKING IT WENT BAD TRYING TO FIX THE PAPER FEED. BOUGHT A NEW PRINTER AND WAS STILL GETTING THE PAPER ERROR. I FIGURED BOTH PRINTER CANNOT BE HAVING THE SAME ISSUES, SO I PUT A DIFFERENT SET OF PAPER IN AND IT PRINTED WITH NO PROBLEM. NOW I WASTED MONEY AND BOUGHT A NEW PRINTER AND BROKE A PERFECTLY GOOD PRINTER WHEN ALL ALONG THE ISSUE WAS THE PAPER. I would never buy paper online again

  
",Size: 3 Ream  1500 SheetsStyle: Letter (8.5 x 11)
18,18,"







  
  
    Paper tales
  
",5.0,DQ,"Reviewed in the United States February 25, 2021","









  
  
    
  Pretty good paper haven’t seen it do any bad things yet. All you do is buy it then ya open the fancy bad for the environment plastic it’s in (dispose of properly for safety of human race) then you pull out a stack and put it in the pAper slide on your printer. Then you hack your computer make it print and bam it’ll spit a non blank piece of paper at you for your delight.Also beware puppies like to steal your paper from the printer and rip it up but the paper works good for the too.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
19,19,"







  
  
    Product is good, but shipping was not acceptable
  
",5.0,Albert Einstein,"Reviewed in the United States July 11, 2020","









  
  
    
  I can't fault the product.  It is fine.  Unfortunately, don't try to buy only one.  The product was shipped in one of those flimsy plastic mail envelopes.  I doubt it even got outside of the gates before the paper wrapping around the ream split open.  Let's face it, everything get jostled around during shipping, so expecting something to not get tossed is not realistic.  In the end, I had a package full of bent, dinged, ripped and unacceptable paper.  I was able to salvage a surprisingly large amount, but 1/4 to 1/3 was still just not usable.  It should have been shipped in a box.

  
",Size: 1 Ream  500 SheetsStyle: Ledger (11x17)
20,20,"







  
  
    I was expecting more for an HP brand
  
",3.0,Louise,"Reviewed in the United States September 16, 2020","









  
  
    
  I was so excited to use this because I have an HP printer. I was a little disappointed when I started using it. First impression was it is a little bit thin than what I expected. I was looking for quality paper to print all my notes and projects for school. The ink on it is alright, you can read it clearly. I am not sure if thats my HP printer that does that. What I hate the most, is that it jams my printer. Some paper gets stuck and sometimes when I print, i get a double paper- you know when one blank paper sticks with the one printing. overall, i mean it does its job but i didnt expect these little circumstances for a high end brand paper.pros - its the cheapest one available.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
21,21,"







  
  
    Paper is fine.
  
",3.0,Horse Lover,"Reviewed in the United States June 15, 2020","









  
  
    
  I was running out of paper so ordered a package with other essential items to consolidate shipments.  Have not used it as yet so cannot rate brightness, quality or value.  Until state governments completely lift corona virus restrictions  it is best to limit purchases to just essential items.  Feeling sad today when I was checking Jeff Bezos CEO of Amazon and owner of Washington Post bias.  All other google search results had positive headlines regarding Dexamethasone a steroid that reduces COVID-19 deaths... Then there was Washington Post with the headline ""Live updates: FDA yanks emergency authorization for drug touted by Trump as covid-19 treatment""  Think I will switch online shopping to Walmart and Target to protest of Washington Post bias!!!!

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
22,22,"







  
  
    Such a smart choice. I plan to re-order constantly due to get paper quality !!!
  
",5.0,annhack86,"Reviewed in the United States October 31, 2020","









  
  
    
  I just bought a brand new HP Wireless Printer 🖨 I became a printer paper snob due to my older sister Sarah. This purchase it just made sense. It was a great deal, I’m not gonna run out to the store to buy more printer paper. I can just continuously re-order this bundle over and over again !! Once I find out how much I’m actually going to use and in what time frame. I’ll probably set up an auto ship. I taped it sure but I did open it and it is really good quality super thick paper which is great when your first time college freshman during a global pandemic doing distance-learning. There’s a lot of extra learning you gotta do. But what are the reasons I got an HP printer is because they’ve always done as well in my family for as long as I can remember. And I really want to get the HP instant ink program going on. You only pay for as much printing as you do not the ink’s cost. Because if I did it that way I be completely broke all the time. I feel that these choices have been some of the best I’ve ever made in my life let alone this year. And I strongly recommend everyone to do the same. It was completely genius idea 💡!! xoxo

  
",Size: 5 Ream  2500 SheetsStyle: Letter (8.5 x 11)
23,23,"







  
  
    My Printer Might Be Ruined
  
",1.0,Avid reader,"Reviewed in the United States November 9, 2020","









  
  
    
  I ordered this product because it had good reviews. These cartridges are extremely difficult to insert.  They are packaged oddly and have no instructions inasmuch as they don't look like the regular Brothers cartridges.  At first the printing was okay.  Then the black would not show up.  I supposed that was the reason there are a few more black cartridges than any other colors.  When I tried to eject the black cartridge it wouldn't budge.  I had to eject the color beside it in order to get it out with difficulty. It was also odd that my computer did not warn me that my  printer was low on ink.  Anyway, even after changing cartridges, the black printing never showed  up or came in very light.  I have finally found and ordered Brothers cartridges, due to come in tomorrow. I only hope my printer isn't ruined.  They warn you never to use any cartridges but Brothers cartridges.  I wish I had stuck to that.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
24,24,"







  
  
    Not a good choice for toilet associated use.
  
",5.0,Person,"Reviewed in the United States October 6, 2020","









  
  
    
  This paper out performs other paper by a ratio of 1 to 1. Paper is compatible with ink and graphite/lead pencil. Paper makes decent paper airplanes. One can even read things from the paper after writing and printing modifications to the paper’s very classy complete eggshell white design. The invisible pattern works great I can’t even see it. Can roll phatty boom batty check and Chong class spliffs. Paper may be used to mail information thoughts pictures coloring and stickers to other people. Next time you see the chicken heads clicking make sure to stop and say biiiatch I got the paper.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
25,25,"







  
  
    Good with documents. Bad with colored printing.
  
",3.0,Joshua Rusler,"Reviewed in the United States December 30, 2020","









  
  
    
  Came well packaged and it’s plain photo paper so printing any documents you really can’t go wrong with plain paper. I ordered this paper because of its stated ability to hold vibrant color when printing with color, however, that is not what I experienced. If you’re printing a normal document it comes out amazing but the colored ink tends to bleed with this paper. It also didn’t turn out vibrant. Small amounts of color may be fine but for anything with more than a word here or there in color this paper isn’t the best.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
26,26,"







  
  
    Arrived in perfect condition
  
",5.0,Thomas J Andrews,"Reviewed in the United States March 6, 2021","









  
  
    
  I opened up my last ream of Georgia-Pacific Copy&Print paper, so it was time to restock. I don't print nearly as much as I used to, but it wouldn't do to run out. I came across this paper when I was browsing, and since it was selling at a discounted price, and I have HP printers, one Deskjet and one Laserjet, the deal seemed perfect. Perhaps a little TOO perfect, so, because some reviewers had complained of paper arriving damaged, I only ordered two reams.I needn't have worried, and probably should have ordered a couple of more while the getting was good. The packages arrived in perfect condition. I won't be opening the packages until I use up the rest of the paper I have open, probably several months, but when I do I'll update this review.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
27,27,"







  
  
    Could have been
  
",1.0,Martin Juen,"Reviewed in the United States September 12, 2020","









  
  
    
  Actually the printer paper deserves 5 stars , but how the product looks after shipping and when the package is opened , sorry ,only 1 star because that is what a printer paper deserves which has bent edges and can't be used .It still can be used to light up the grill , a smoker or a campfire , so don't worry too much . I knew that it is a gamble , but I won't buy in the future definitely not by mail .

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
28,28,"







  
  
    Paper Package Arrived Open and Dirty
  
",2.0,Daffodil Collectibles,"Reviewed in the United States October 25, 2020","









  
  
    
  Might be a good paper but would not know.  The paper arrived in a box with another item and with no padding.  Both ends of wrapper were open.  Bent sheets.  Dirty on the ends to the point it is only usable as scratch paper.  Could not put in printer so don't know how it prints..  Waste of my money and time.  No one cares enough to ship it properly protected.  Five cents of bubble wrapped would have kept it protected.  Instead I had to drive to a local store and buy a ream to continue to work.  Poor quality control all around.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
29,29,"







  
  
    Dissappointed, because the ream had bent papers in it and was exposed to moisture!
  
",3.0,Jan,"Reviewed in the United States March 15, 2021","









  
  
    
  I will never order a ream of paper again because people who pack for Amazon put it in a box way too big so it jostled around, the main covering was ripped off it and many papers were bent! The worse part, it was exposed to moisture at some point because the whole ream had that ripple effect. I took the papers out that were not as bad and I am using them, it was not worth re-ordering or fussing about, I just won't do it again that way. Otherwise, the brightness was just fine, I am tossed up about value for money rating but it was a good price, just by the time it arrived to me the value was seriously depreciated. So, oh well!!! But, I love Amazon so this will not stop me from buying other stuff!

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
30,30,"







  
  
    Great!
  
",5.0,,"Reviewed in the United States February 5, 2021","









  
  
    
  This paper is high quality and affordable in one. I used it to print some legal documents for professional use in my business and they came out great. The paper has a good thick feel to it and it's perfect for what I needed, which was printing out Real estate Contracts. The price was so good I bought 3 packs and will buy more when this is gone.*If this review was helpful to you could you let me know by hitting the Helpful button? Thanks!*

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
31,31,"







  
  
    Case of Paper Looked As If It was Thrown Off the Truck and Dragged Down The Street
  
",1.0,Robert B.,"Reviewed in the United States May 21, 2020","









  
  
    
  Received the HP Printer Paper Office 20lb, 8.5X11, 10 Ream Case, 5,000 Sheets. The case for the 10 reams of paper was split on most of the sides, had been re-taped. I was expecting the worst. Every ream of paper had the ream wrapping paper split and torn. It looks as if the paper is usable, but I'm not sure. The condition of the product is something that I just don't expect from Amazon.

  
",Size: 10 Ream  5000 SheetsStyle: Letter (8.5 x 11)
32,32,"







  
  
    Packaging is a PITA, product is excellent
  
",4.0,irish-george,"Reviewed in the United States December 18, 2020","









  
  
    
  This is the most completely sealed ream of paper that I have ever purchased, and in plastic no less.  Nearly impossible to open.  After shredding the plastic wrapper into tiny pieces to gain access, a zip strip opener became visible.  We will see if ream #2 is any easier to open knowing that this exists.  I guess if you store your paper in a damp location, this might be a plus for you.  The product itself is excellent, but so far I am not a fan of the packaging.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
33,33,"







  
  
    Do not feed well in HP 9015 all in one machine office jet
  
",3.0,Amazon Customer,"Reviewed in the United States January 12, 2021","









  
  
    
  I thought I would try this paper to save money. I normally use HP All in One paper in my HP 9015 all in one machine, and that works flawlessly.  In comparison, this paper caused multiple pieces of paper to unintentionally feed out sometimes. So, instead of printing a 3 page document, I get 5 pages, two of which are blank. Worse yet, sometimes the pages  that were supposed to print are not centered properly on the pages, and text gets cut off. My printer works perfectly with the more costly paper. With this paper, I have frequent frustration, waste and wasted extra time. This might work for your machine, but for me, I will pay extra for the paper that works.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
34,34,"







  
  
    paper was opened
  
",1.0,Amazon Customer,"Reviewed in the United States February 9, 2020","









  
  
    
  When I removed the typing paper from the box the package was torn into.  Clearly a return product because you can tell it was cut across the top and down the side. Paper was falling out.  No idea if I have the correct amount of sheets.  I realize this is just paper but very disappointed there is no quality check before shipping.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
35,35,"







  
  
    Great price and quality!!
  
",5.0,Jen,"Reviewed in the United States June 3, 2020","









  
  
    
  Great price, and great quality!!!I mean, it’s kind of hard to mess up printer paper. I bought a new printer last year, and I didn’t use it that frequently.My business started growing this year, so I found that I had to rely on my HP printer a lot more now. When my paper ran out, I checked on Amazon to see what the options were.Usually Amazon Basics is the cheapest option, so I was surprised to see that HP had a better deal.The print quality on this paper is great, and I haven’t had any issues with it. It’s great for printing shipping labels, and I would definitely purchase again.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
36,36,"







  
  
    I don't like it but it works
  
",3.0,Walt C.,"Reviewed in the United States August 7, 2020","









  
  
    
  When it arrives, the package broke and some of the paper got damaged a little bit. The paper inside is kind of as expected, but I think I should have used another brand or type of paper.About this paper: Thin, somehow transparent, white but not with too much brightness. It has everything that the paper needs to be, but just doesn't make me too happy after I printed things out by my Epson Ecotank ET series printer.I would just use it to print things that doesn't need to last long since I don't feel like to have these paper stapled together and use them forever. That is to say, if you would like to print out random things or temporary things, you could go for this paper.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
37,37,"







  
  
    Great value but poor print quality
  
",3.0,gigi,"Reviewed in the United States November 1, 2020","









  
  
    
  The paper is so cheap that I decided to buy two.  It's cheaper than the Amazon self product.  The package is poor to start with and when I open pne pack the package wrap paper tear all the way and all 500paper are on the floor here and there.  After collecting all papers, I tested on one page and the printing quality is poor and with shadows on the borderline.  It may be the printer as well.  I will try the Amazon self product next time.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
38,38,"







  
  
    Ink jet print ink will smudge on every sheet as it prints
  
",1.0,Mikala,"Reviewed in the United States May 20, 2020","









  
  
    
  I bought this in Feb, to keep my paper inventory stocked. I just had to print the same thing over 5 times and each time it came out of printer s mudged. This is not happening with the paper I had before, so it has to be the paper quality. It does not adhere!  I have to do letters to professionals and it is completely frustrating that now I am literally out of paper because I cannot use this whole ream. And I can't return it because it was bought in Feb and wrapping is tossed. Don't buy this...don't risk it!

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
39,39,"







  
  
    Paper in top ream damaged
  
",2.0,Christopher Johnson,"Reviewed in the United States June 13, 2020","









  
  
    
  I would like to verify others' complaints about this paper. It's a stack of three reams in a cardboard box.  The base of the box houses two reams completely, but the top ream extends out of the top of the box. The lid covers the rest. The part of the ream that sticks out of the bottom box slides around during shipping making the paper warp and crinkle. Even if you decided to use the crinkled paper, it gets jammed in the printer. One would think that in 2020, they would have such a simple and obvious problem figured out. My guess is that this paper isn't made or processed by anyone that is actually an HP employee; it probably gets farmed out to a contractor. It's amazing to me that HP either doesn't realize or doesn't care that when they put their brand name on something, they're the ones taking the hit for shoddy quality. Dumb. SMH.

  
",Size: 3 Ream  1500 SheetsStyle: Letter (8.5 x 11)
40,40,"







  
  
    Seems to work OK but did cause a paper jam in printer.
  
",3.0,MonetLover,"Reviewed in the United States October 4, 2019","









  
  
    
  This paper is a little thinner and ""toothier"" than the heavier, smoother 24-pound Xerox paper I usually buy, which could explain why it jammed in my laser printer. It was a real bear getting it unwrapped from around the paper rollers and free up the printer so I could finish printing! :\ However, it is a nice bright white color and the laser printer toner-ink seems to adhere to its surface just fine. I would prefer a smoother surface, though.later (2019) edit:This paper has jammed again in my HP laser printer. Am knocking a star off my rating. They need to figure out how to make this paper heftier and smoother so it stops jamming up the printer.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
41,41,"







  
  
    Little bend but still good to use
  
",2.0,kalee Li,"Reviewed in the United States March 9, 2020","









  
  
    
  The papers were little bend when I opened it but I used it anyways since it’s for home.- bright white- Great price- great quality paperI gave it only 2 stars because it was bended.  I can still use it because I bought these for home use, such as kids homework, colorsheet for the kids, PTA announcement... but if it’s formal occasion, I wouldn’t be able to use bended paper even if the Paper quality is great.I will still order these paper again  because it’s great price! Lets hope some can be used for home and some use for formal occasion..

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
42,42,"







  
  
    Bright, even, high quality paper, but THIN!
  
",5.0,Hallolog,"Reviewed in the United States January 7, 2021","









  
  
    
  Can't knock any points off this paper, it is great.But I will say, for those (like me) that don't really print much and don't know anything about paper weighting, you'll probably want to get some thicker paper if you're printing standalone sheets.If you're printing a lot of pages for a binder or something, this paper is ideal. Thin, high quality, VERY bright. But it is quite flimsy (and that is entirely my fault for not knowing the difference)

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
43,43,"







  
  
    The product is great...the Delivery....not so much
  
",3.0,Father Knows Best,"Reviewed in the United States May 10, 2020","









  
  
    
  I have nothing bad to say about the paper.  HP paper is an excellent paper for general printing and copying using an ink jet printer.  The issue we had was with the delivery.  Not sure who did the handling but by the time the box arrived it was ""bent"" and several of the paper reams were torn open.  Fortunately the paper itself was not damaged (surprised by that).  I think the damage was due to the HP box being bound in a plastic strip that was used to carry the box from place to place.  Absolutely no ""care"" was taken to handle the package.

  
",Size: 10 Ream  5000 SheetsStyle: Letter (8.5 x 11)
44,44,"







  
  
    previously opened
  
",1.0,Susan P.,"Reviewed in the United States October 29, 2020","









  
  
    
  I paid for a ream of copy paper and expected to get it in a sealed package.  Instead I got a package that had been cut open and resealed with Amazon stickers.  (I also arrived later than promised)  I submitted  for a refund without return and will upgrade my bad opinion if that  does indeed  happen.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
45,45,"







  
  
    Quality doesn't meet the price
  
",4.0,Shamim,"Reviewed in the United States February 8, 2021","









  
  
    
  This paper was exactly as the description read. Got what we wanted, works in print/copying as we'd expect as well. Amazon delivered the next day as promised.I am happily making better use of our new printer [HP] by adding this size paper to our stock. Isn't it nice, in this world where so much junk is manufactured? There are a few companies that actually make a product. paper quality doesn't meet the price. It's expensive.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
46,46,"







  
  
    Thank you
  
",5.0,Hector,"Reviewed in the United States June 26, 2020","









  
  
    
  During the close down there was no place to purchase office supplies in PR. This brand of paper is of high quality and acceptable price. I had to wait for arrival as expected during the epidemic, but arrived as i was on my last rem of paper. I thank all involved that risk their health to provide service during this time, thank you

  
",Size: 10 Ream  5000 SheetsStyle: Letter (8.5 x 11)
47,47,"







  
  
    every package came already opened
  
",4.0,Dodie's Doodles,"Reviewed in the United States July 20, 2020","









  
  
    
  I don't know if these are like castoffs or what, but as someone that was a teacher for 20 years, I've sure seen my share of copier paper. This is the first time I have ever opened (smashed case, by the way, on one end) a case and all the paper on the inside, every single ream, was open on both ends. There wasn't any glue. So my guess is that these were mistakes, someone realized it, and that's why they are here. I don't know.  If I were giving this a grade, it would get a C at best.

  
",Size: 10 Ream  5000 SheetsStyle: Letter (8.5 x 11)
48,48,"







  
  
    Bad quality!
  
",2.0,Olga A.,"Reviewed in the United States February 9, 2020","









  
  
    
  The paper is ok If you print black and white and don’t highlight with the marker on the top (which I have to do for studying). But if you do it’s a mess. Paper doesn’t absorb the inc even if you wait for an hour. Highlighting turns into dirty block line instead of neon yellow. If you print colored version it’s seen through the paper.  Really bad quality. Will not buy it again.

  
",Size: 1 Ream  500 SheetsStyle: Letter (8.5 x 11)
