,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
15,120,"







  
  
    Perfect fit
  
",5.0,digtheisland,"Reviewed in the United States June 7, 2020","









  
  
    
  I bought these as a gift for an adult grandson. He's 6' thin but muscular with a small waist. He's very long waisted and I'm always worried any shirt I buy will be too short. these are form fitting but not tight and long enough to go below the navel. He loves them so I'm get him a few more soon.

  
",Size: MediumColor: Kelly Green
16,210,"







  
  
    Shirts are way too short.
  
",1.0,RNDM,"Reviewed in the United States October 6, 2019","









  
  
    
  This product claims to be 3 inches longer then their normal t shirt.  Don’t believe it.  It is probably 3 inches shorter.  I bought these shirts a couple years ago, and they fit great.  But now they seem to be trying to save money.  These shirts are very short.  Disappointed.....

  
",
17,252,"







  
  
    Comfortable
  
",5.0,Thomas Akins,"Reviewed in the United States March 13, 2021","









  
  
    
  Great t-shirt. Great color and great fit. This t-shirt is the ""beefy"" type and is a little heavier.

  
",Size: SmallColor: Deep Royal
18,302,"







  
  
    Great product, right size, nice feel
  
",5.0,ButterflyDiva23,"Reviewed in the United States January 21, 2020","









  
  
    
  Hard to find size 6x tshirts, but this one fit perfectly and arrived quickly.  I will definitely order again especially if I need a larger size than found in stores.

  
",
19,131,"







  
  
    It's ok
  
",4.0,Mike Knapp,"Reviewed in the United States December 17, 2019","









  
  
    
  The description says it is full cut. It isn't. I have been wearing Beefy tees for years and these are not the original . They are no more substantial than a regular undershirt. I do find the fit to be better than the original fuull cut. All in all , for $4.49, it's a good tshirt. Just don't expect an original Beefy Tee.

  
",
20,256,"







  
  
    Find another shirt
  
",4.0,Garret Socha,"Reviewed in the United States April 30, 2020","









  
  
    
  My shirt came with some sort of plastic melted on the bottom, I ordered 2 and only one is decent to wear. The other is an at home shirt now. Wouldn’t recommend.

  
",
21,78,"







  
  
    Absolutely nice t-shirt...
  
",5.0,Realmarcha,"Reviewed in the United States February 25, 2021","









  
  
    
  I ordered these in 2018 for Christmas gifts for my husband; he loves them.  My recent order is for a friend who needed t-shirts and he loves them. So what can I say, 100& guarantee.Just an FYI! My sizing is based on a looser fit t-shirt since both my husband and friend like theirs a bit loose.

  
",Size: X-LargeColor: Deep Red
22,7,"







  
  
    BEWARE! Very likely fake/counterfeit.
  
",1.0,Flexo,"Reviewed in the United States July 27, 2020","









  
  
    
  I've bought several Hanes ""Beefy"" t-shirts in the past but this one is definitely fishy.  The tag an logos are all different, much more simple, and not printed on the shirt.  It came with two actual old style tags.  The stitching is definitely different from the pictures and not as reinforced as the real thing.  The material is close to the same thickness but this is not what I expected.  See the attached pic.

  
",Size: LargeColor: Fatigue Green
23,55,"







  
  
    Some of the reviews disagreed about material quality and sizing
  
",5.0,WWolvesLondon,"Reviewed in the United States July 13, 2020","









  
  
    
  The quality of the shirt was perfect. It is just the same as the Beefy-t shirts I bought decades ago. Very thick material and solidly constructed. I normally wear an XL to 2XL. I bought a 2XL and immediately washed and dried it on hot settings to get any shrinking done that was going to happen. It fit fine after washing and drying. I am glad I bought 2XL rather than XL as I think the smaller size would have been tighter than I like it.

  
",
24,375,"







  
  
    Good for what we need
  
",5.0,CassiS,"Reviewed in the United States May 27, 2020","









  
  
    
  bought this for my husbands up coming surgery, we got them 2 sizes to big to make room for shoulder brace

  
",
25,353,"







  
  
    I am pleased with this purchase
  
",5.0,Tanya Anderson,"Reviewed in the United States July 2, 2020","









  
  
    
  I love the quality of the fabric for this shirt. It is soft and made very well. It is not a cheap tshirt.

  
",
26,214,"







  
  
    Color is off. Do not buy
  
",2.0,J Thomas,"Reviewed in the United States November 10, 2018","









  
  
    
  Color on this product is nowhere near the smoke gray Color that you receive from Hanes or other vendors.  This appears to be some sort of second product. The fit is decent but if you’re expecting the dark smoke gray, you’ll be disappointed. This one is more of a steel gray. I would avoid and look for this product from other sellers.

  
",Size: X-LargeColor: Smoke Gray
27,208,"







  
  
    Comfortable shirt
  
",5.0,Jenny,"Reviewed in the United States January 16, 2020","









  
  
    
  My husband likes this shirt. It's comfortable and ""beefy"" for bigger guys. It's very loose in the stomach area so keep that in mind. I was expecting more of a form fitting T so this is not it. Still, you can't beat the price.

  
",
28,406,"







  
  
    Looks and feels pretty good.  To early to tell anything else.
  
",4.0,Edward Troutman,"Reviewed in the United States August 31, 2019","









  
  
    
  Nice shirt, however it is a great deal heavier than I was expecting however since I work in an area where it's rather cool so it  is good in that respect!

  
",
29,94,"







  
  
    Bad stitching!
  
",1.0,eddie,"Reviewed in the United States January 24, 2021","









  
  
    
  I bought this shirt earlier this week and noticed the stitching on the waist was coming apart in the back and was quite noticeable. I rebought the same color shirt a day later hoping it was just that one shirt  and it came apart on the same spot! Didn’t even last more the a day! On the attached pic it shows the stitching coming apart on the same spot on the 2 different shirts. Besides that it fit very well but I can’t wear it anywhere.

  
",
30,405,"







  
  
    It's a deeft tee kinda thing.
  
",5.0,Amazon Customer,"Reviewed in the United States January 21, 2021","









  
  
    
  Bought this to match our Christmas PJ's. Fits as expected. Thick and durable.

  
",Size: LargeColor: Deep Forest
31,233,"







  
  
    Great fit for Big & Tall
  
",5.0,Jacquelyn Mendez,"Reviewed in the United States June 1, 2020","









  
  
    
  Excellent for Big & Tall nice long length. Purchased as work shirts for husband will be back for more can’t beat the price! For reference he is 6’5 430 pounds big shoulders.

  
",
32,332,"







  
  
    Different color could be in different cut and size, be careful
  
",1.0,songboliu,"Reviewed in the United States July 29, 2020","









  
  
    
  I bought 6 of them, 3 colors. I found the six are made from two countries, Haiti and Honduras. The 2 made form Honduras are kind of front side rear, and those 2 too neck-tight, and are much slimmer and longer than the other 4 made from Haiti. BAD production and operation! They can not have the same cut for one order!

  
",
33,337,"







  
  
    Exactly what ordered
  
",5.0,Christine ,"Reviewed in the United States November 3, 2020","









  
  
    
  This shirt fits exact size and the length is just below the belt line. Not too short, not too long.

  
",Size: MediumColor: Deep Red
34,144,"







  
  
    Ordered a xx lg 2 shirts received a xxxx lg and a med ... price so good i gifted them
  
",5.0,MellowIrishGent,"Reviewed in the United States August 7, 2020","









  
  
    
  ok good quality thicker than a normal tee at this price grab a few only black and white at the $3.50 price but ok so buy those 2 ,premium colors are more expensive by a cpl bucks go buy a few fast prime delivery to boot home run here !!!

  
",
35,63,"







  
  
    No as long as i would like them to be.
  
",4.0,Hyde,"Reviewed in the United States July 22, 2020","









  
  
    
  Great shirts, great color and great feel. Do not like the fact that they aren’t as long as expected. I’ve got some big and tall shirts from JCpenny before and those shirts are long enough to reach about the groin area. These beefy shirts sit just on the belt and a bit above it, not long enough in my opinion but they are comfortable. If your job requires the shirt to be tucked in and your doing movements just be prepared to be tucking your shirt in all day.

  
",
36,254,"







  
  
    Good Quality Tshirt
  
",3.0,Aditya Agrawal,"Reviewed in the United States August 13, 2020","









  
  
    
  Good quality thick cotton Tshirt but the fit was not as expected. It fits perfect on the chest and the shoulders but too loose at the waist

  
",
37,185,"







  
  
    Good shirt - shrinks when washed
  
",4.0,Mpls Mom,"Reviewed in the United States May 4, 2020","









  
  
    
  It's a good t-shirt for $5. It did shrink in width when washed. So the 6xlt is more like a 2-3xlt, which is fine. I was going to wear it as a super loose nightshirt buttering as a long t-shirt with leggings instead.

  
",
38,48,"







  
  
    Your “Good T-shirt”
  
",3.0,Kindle Customer,"Reviewed in the United States August 31, 2020","









  
  
    
  These shirts are Hanes Beefy T’s so they are a nicer heavier weight, good to wear as a “good shirt”.  But it ran tight in the waist and the shoulder / neck area was funky.  Maybe it was just my grandson’s shape.  It also seemed to be a tiny bit short, although he didn’t mention that.  We bought XL.  He is just about 5’ 11”.  They are not tagless but you can cut it off if wanted.

  
",
39,326,"







  
  
    No Regets!
  
",5.0,jimmyo,"Reviewed in the United States August 26, 2020","









  
  
    
  Nice shirt for the price.  No regrets except wish i ordered a smaller size.

  
",
40,126,"







  
  
    Size L is very short
  
",3.0,whatsthisnow,"Reviewed in the United States April 21, 2018","









  
  
    
  I love me some beefy ts so when I saw them on here I decided to pick up a couple in smoke gray color size L.  After a single wash I feel like they lost about 2inches in length.  Not sure what’s up with the sizing as I always wear a size L... As others have suggested on here I’d advise going 1size up from your normal size.  I’m going to order an XL and see if I can get more length that way., btw I’m not super tall , about 5’8” and the L was SHORT!

  
",Size: LargeColor: Smoke Gray
41,194,"







  
  
    Soft and comfy
  
",5.0,witchykitty39,"Reviewed in the United States August 9, 2020","









  
  
    
  I bought these t-shirts for my dad and he says they're great! The material is soft and thick, and they wash up well. They do shrink a bit though, so if you're unsure on what size to get I recommend getting a size up

  
",
42,261,"







  
  
    Medium is VERY tight.
  
",1.0,Fluzzatronic,"Reviewed in the United States October 4, 2020","









  
  
    
  This shirt is smaller than any medium shirt of any brand or style I’ve seen. From button ups to Henley’s to t shirts. Way too small.

  
",
43,50,"







  
  
    Would Not buy again.
  
",1.0,Rachel,"Reviewed in the United States June 28, 2020","









  
  
    
  Bought two shirts and same exact problem with both. First wear and there was already a hold in one of the armpits. I sew so I was able to correct the issue but after it was washed again the other armpit seem split. The shirt was worn both times for less than an hour! The quality is shotty at best and seem to be shirts that didn't pass Hanes inspection and should have been pitched into the trash. Disappointed would be an understatement.

  
",Size: SmallColor: Heather Navy
44,372,"







  
  
    Great for work or play
  
",5.0,Danny Barnes,"Reviewed in the United States August 18, 2020","









  
  
    
  This is a quality shirt. I was worried it would only be useable as an undershirt, but it is a nice heavy weight and is suitable for a variety of occasions.

  
",
45,45,"







  
  
    SMOKE GREY COLOR - EXTREMELY THIN FABRIC - HAVE NO IDEA WHY THIS IS SOLD AS 'BEEFY'
  
",1.0,d mac,"Reviewed in the United States February 3, 2021","









  
  
    
  Looks like quality control problems with the country of origin.  The smoke grey is coming from ethiopia so be forewarned.  I also bought the deep forest color recently and there's no comparison.  Substantially thicker and from a different country.

  
",Size: MediumColor: Smoke Gray
46,124,"







  
  
    Bought theses twice...second time different fit
  
",1.0,Jeremiah Allen,"Reviewed in the United States August 30, 2020","









  
  
    
  First time I purchased was back in May; I bought three and they fit perfectly. Loved the weight and quality. Decided to buy three more. These ones feel much larger than the first three. I thought maybe the shirts would shrink with a few washings. Nope! Return window is closed and I am stuck with them. Find a different seller or product; this one is not reliable.

  
",
47,164,"







  
  
    Well-made, but somewhat fitted
  
",3.0,Johnny White,"Reviewed in the United States August 18, 2018","









  
  
    
  This is a fitted shirt. I'm 5'8"", slim with broad shoulders. The shirt is a bit tight across the shoulders. It is slightly tapered at the waist, and cut long. If you like to tuck-in your T-shirt it's good for that, as long as yer not much taller than me.Construction and material is very good quality. In hot humid--sweaty--weather, the cut s a bit too clingy, even for a slimster like me.

  
",Size: SmallColor: Ash Gray
48,171,"







  
  
    Good t-shirt
  
",5.0,Latonya taylor,"Reviewed in the United States October 15, 2020","









  
  
    
  Ha good black color and soft material.  Buy one size up to make up for shrinkage with wash and dry.  My husband is 6’4” and usually gets a 2XL.  The 3XL fit perfect after one wash and dry.

  
",
49,79,"







  
  
    Terrible cut, shrunk terribly and no longer Tagless!
  
",1.0,Stuck in Ohio,"Reviewed in the United States March 9, 2020","









  
  
    
  I have always loved the Hanes Beefy T’s. A few of mine needed replacing so I ordered (5) more thinking they were still great T-shirts. To my displeasure they were no longer tagless, they were thinner material and the cut was awful!! To make matters worse, after the initial wash they shrunk so much they weren’t even wearable!! Compared to my old T’s the new one was over 3” shorter after the first wash. I wasted my money, don’t waste yours! Hanes went cheap on these and are only good for rags!!

  
",
50,236,"







  
  
    TOP QUALITY BEEFY T SHIRT
  
",5.0,Michael Brian Davis,"Reviewed in the United States September 22, 2020","









  
  
    
  I liked the heavy weight material made working outside in SF in the winter more tolerable. Uniform for job is basic black so this worked great.

  
",
51,14,"







  
  
    Incredible Shrinking Shirt
  
",1.0,lllIIIIII,"Reviewed in the United States August 8, 2020","









  
  
    
  Well, they have done it.  They have perfected shrinking technology, and focused it all in to this one product.  I bought these as undershirts, and as such, they need to be tucked in to my pants.  First wear, they fit fine, I'm happy with the shirt.  After the first wash, they have shrunk at least two sizes.  They no longer can be tucked in.  I have never seen shirts that shrink so much.  They will be getting thrown away.  If you want shirts that start out normal, then transform into halter tops, then buy these.  If you want shirts that stay the same size as when you bought them, then DON'T BUY THIS SHIRT.

  
",
52,407,"







  
  
    Fantastic
  
",5.0,C. BETLER,"Reviewed in the United States August 13, 2020","









  
  
    
  Great price and quick shipping

  
",
53,110,"







  
  
    One size too small.
  
",5.0,People at Slate R. Raven,"Reviewed in the United States July 9, 2020","









  
  
    
  Order a Large if you wear medium, an extra large if you usually order larger etc.Always order one size up.

  
",
54,179,"







  
  
    Hem unravelled 1st time worn!
  
",1.0,Jaelene Morris,"Reviewed in the United States June 16, 2020","









  
  
    
  First day I wore one the stitching on the left sleeve unravelled and the hem came undone! I order a lot of these and this is the first time this has happened! Yuk!

  
",Size: XX-LargeColor: Deep Red
55,99,"







  
  
    Nice and thick! No cling-No see thru
  
",5.0,David Mazakas,"Reviewed in the United States March 30, 2020","









  
  
    
  This is an uncommon tee. For those of you who dislike the new ""high performance"" and temp control tees, this may be a good option. Thick and heavy is the name of the game with this one. I love it because they keep their shape, hide fine details and don't feel like a shirtsock. Well made and sturdy and surprisingly not that hot to wear in 70's temps.

  
",
56,44,"







  
  
    Excellent quality tee shirt for price
  
",5.0,MsDC16,"Reviewed in the United States October 21, 2020","









  
  
    
  The quality is excellent this tee is so soft and a perfect weight however that being said I don’t like the fit on me. I’m a woman and after buying this for my husband I wanted one to sleep and lounge in. I bought a medium and it was so tight around my hips I couldn’t stand it! These do shrink about a half size also after washing in cold water and dried on low. I then tried a large but still to tight on hips! So bottom line great tee for guys (they don’t have hips like woman) or slender girls. I recommend sizing up for sure!

  
",
57,1,"







  
  
    Junk.  Shrinks 2 or more sizes on first wash
  
",1.0,Tom Barrister,"Reviewed in the United States May 27, 2020","









  
  
    
  Hanes was once a dependable manufacturer.  They must have outsourced their factories.  In any case, now I understand why Fruit of the Loom has taken so much business away from them.  I can wear a size 3x without it being overly tight.  I ordered 4x to sleep in, because I like the extra room.I always wash and dry the shirts before wearing, to get rid of the chemical smell.  When I tried them on afterwards, they were very tight, as a size L or 2XL would be.  They shrank at least 2 sizes.  they also still had that chemical dye smell typical of outsourced clothing.  I cannot recommend this product.

  
",
58,283,"







  
  
    Shrinks one size after washing
  
",3.0,Doc J,"Reviewed in the United States July 20, 2020","









  
  
    
  After I washed this shirt, it shrank about one size. Nice shirt, butit should not shrink

  
",Size: X-LargeColor: Smoke Gray
59,358,"







  
  
    Thicker than normal tshirt
  
",5.0,MOMOFJLT,"Reviewed in the United States February 15, 2021","









  
  
    
  Wear to work shirt. Thicker so helps absorb sweat.

  
",Size: X-LargeColor: Deep Royal
60,96,"







  
  
    Not beefy enough.\
  
",4.0,Chad,"Reviewed in the United States January 27, 2018","









  
  
    
  I've been on the hunt for a good comfy fitting tall shirt. I am only 6'3"" and 249lbs.. Ordered the 2XLT and the length is perfect. I love the extra length in a tall shirt but the 2XL part is just not beefy enough for me and feels some what tight. I wear 2XLT in other brands so it seems these are made for tall slender cut folks and not for us with a little bit of a gut.  The Search Continues

  
",Size: 4X-LargeColor: Charcoal Heather
61,41,"







  
  
    Great shirt but a bit tight
  
",4.0,D E Conner,"Reviewed in the United States January 30, 2021","









  
  
    
  The fabric is soft, relatively thick, and very comfortable. There is none of the itchiness or stiffness that often characterizes heavily dyed material. The composition is 100% cotton but feels stretchy as if it contained spandex. The shirt size is a large but feels a little tight. I am 5' 8"", chest size 43"", and weigh about 200 lbs. The collar, in particular, is a tad small. But this is still an excellent shirt for the price. Glad there are no seams along the sides.

  
",Size: LargeColor: Deep Forest
62,244,"







  
  
    Good mid-weight T
  
",5.0,Debbie M.,"Reviewed in the United States January 25, 2021","









  
  
    
  These are a good lower priced, mid-weight T. Softer than the last Gildans G2000 I purchased, which were supposed to be soft, but weren't.

  
",Size: MediumColor: Black - 2 Pack
63,243,"







  
  
    great price and great durability
  
",5.0,Chris Breidigan,"Reviewed in the United States August 15, 2020","









  
  
    
  Great price for a work shirt. Cheap enough to be disposable if i destroy it and tough enough to last. My oldest one is a year old and still strong.

  
",
64,222,"







  
  
    TIE DYE PROJECT
  
",5.0,Sue,"Reviewed in the United States September 1, 2020","









  
  
    
  the shirt was great nice white color and the size was a little not much but a little small. I used it for the mom t shirt and sent for a  larger one for dad

  
",
65,395,"







  
  
    The T-shirt is top quality.
  
",5.0,William T,"Reviewed in the United States August 17, 2020","









  
  
    
  The cotton texture gets an A.

  
",
66,359,"







  
  
    Great summer work shirt for the value
  
",4.0,Leon S.,"Reviewed in the United States August 8, 2020","









  
  
    
  Deff get one size up, the black is not as black.

  
",
67,347,"







  
  
    Nice tees, good quality and value, but get them from a good seller
  
",2.0,Amazon Customer,"Reviewed in the United States August 6, 2014","









  
  
    
  Tees are good for the price, nice and substantial; problem was trying to return due to size/fit issue--seller (NYLingerie) finally responded after third communication attempt, with the upshot being we would have spend almost $10 return shipping for $15 order plus who knows what return fee (make sure you check seller's return policy). So we decided to keep tees and in the end are happy with them as a product, but would not use seller again.

  
",
68,106,"







  
  
    Rich Color & Thick.
  
",4.0,Frank Costanza,"Reviewed in the United States September 8, 2020","









  
  
    
  Definitely a high quality shirt with a great rich dye. Excellent stitching. My only complaint is that the sleeves shrink way too much after washing and drying. It would be great if longer sleeves were optional. I would air dry them to prevent unwanted sleeve shrinkage, but its umpractical.

  
",
69,312,"







  
  
    Loose and comfortable
  
",5.0,Zork,"Reviewed in the United States December 23, 2019","









  
  
    
  I'm not a 4X but wanted a very loose-fitting black t-shirt at a good price. Material is reasonably soft. Doesn't seem to have shrunken noticeably. Most satisfactory.

  
",
70,215,"







  
  
    Thick tshirt.  Fits snug around the neck
  
",3.0,Yvonne Huffman,"Reviewed in the United States May 31, 2020","









  
  
    
  Shirt fits my husband perfect. However they are very thick. He bought for work this summer and they are to thick for him to wear in the heat. He also said they where tight around his neck.

  
",
71,230,"







  
  
    OK, But Buyer Beware
  
",3.0,Little Bit Falled Off,"Reviewed in the United States July 1, 2020","









  
  
    
  So, when it says ""Tagless"", it means it has tags. Out of six, all had tags.  And when it says ""100% Cotton"" it means, maybe it does or maybe it has 60/40 Cotton/Poly. Some did and some didn't. Basically decent shirt, but don't rely on the ad copy. It isn't accurate.

  
",
72,36,"







  
  
    Not as ""roomy"" as expected
  
",3.0,Christina Lee,"Reviewed in the United States October 4, 2020","









  
  
    
  I purchased this shirt in black for my boyfriend to wear to work. He normally wears 2x in hanes but feels like they're a bit snug near his waist/stomach cause he has a little beer belly. So I bought him the beefy tee thinking it would still fit him well everywhere else while giving him a little extra room so it wasn't too fitting on his stomach. This shirt isn't any less snug which is disappointing cause going up to 3x looks pretty baggy on him. The shirt itself isn't bad but it certainly didn't meet expectations so I feel it doesn't deserve more than 3 stars.

  
",
73,313,"







  
  
    Great for the price with 1 personal draw back
  
",4.0,MJones,"Reviewed in the United States July 1, 2020","









  
  
    
  The shirt feels ok, kinda light fabric.  The only draw back I have with the shirt (for now) is that it comes with 2 long tags in the neck.  I haven't seen a tag in a t-shirt for years.  So I have to cut the tag out of the neck line and hope it doesn't cause problems later.

  
",
74,293,"







  
  
    Very stiff almost hard feeling.
  
",3.0,Mike,"Reviewed in the United States August 12, 2020","









  
  
    
  Shirts are very stiff even after a good wash. I’d recommend a softer shirt. But I’m sure they will be decently sturdy.

  
",
75,203,"







  
  
    Quality!
  
",5.0,Jenny,"Reviewed in the United States November 2, 2020","









  
  
    
  These shirts were great quality, thick, look good, hold up to the washer no fading or shrinking would absolutely buy them again!

  
",
76,245,"







  
  
    Good quality
  
",5.0,Briana Baston-Cooper,"Reviewed in the United States June 9, 2020","









  
  
    
  I’m a woman and I ordered a 6xl to wear as a gown and I have to say it’s a nice quality shirt. I’m plus size (22w/24w) and 5’9 and the shirt passes my but and fits very loose.

  
",
77,258,"







  
    Llegó defectuoso
  
  
",1.0,Fidel Medina,"Reviewed in the United States July 10, 2020","









  
    
  Realmente el tshirt llegó como esperaba, pero lamentablemente llegó con un hoyo en la parte del vientre bajo que traspasa a la espalda baja.

  
  
",
78,163,"







  
  
    Order up a size
  
",3.0,Shea1114,"Reviewed in the United States July 6, 2020","









  
  
    
  My husband has had other Hanes tees. He knew to order a size larger because it will shrink in the wash. Now it is okay. It's not perfect, but he wanted a shirt for around the house, and this one is inexpensive and (aside from the shrinking problem) long lasting.

  
",
79,177,"







  
  
    A good shirt, but not a replacement for my favorite brand
  
",3.0,♥ Books and gadgets,"Reviewed in the United States July 13, 2018","









  
  
    
  These are pretty decent, but oddly cut, compared to the other brands I like (my favorite is Jockey), and are slimmer in the mid-section and wider in the shoulders. The material is very thick, and feels stiff/scratchy before washing. This is *not* an undershirt. A good shirt, but not a replacement for my Jockey favorites. These are thick and do not breathe that well--they retain heat.

  
",
80,404,"







  
  
    perfect for 6x
  
",5.0,Brian,"Reviewed in the United States September 22, 2020","









  
  
    
  bought a 6x and was surprised on how well they fit even after a wash

  
",
81,62,"







  
  
    Not a bad shirt compared to others I've tried.
  
",4.0,Randy Indy,"Reviewed in the United States July 25, 2017","









  
  
    
  Not a bad shirt, It's hard to find a man-size shirt now a days with all the body fit cloths out there.I'm 6' 1"" 275 lbs and do not like form fitting cloths especially when you can't bend down without your entire backside showing! I bought a 2XL tall and it's not bad. It is cotton so I hang dry it to resist shrinking only downside is with any tall fitting shirt is the sleeves are too long. Oh well, ya got to give & take, at least my backside isn't getting aired out for all to see...

  
",Size: 4X-LargeColor: Charcoal Heather
82,81,"







  
  
    Great Work Shirt
  
",5.0,Ava,"Reviewed in the United States July 19, 2017","









  
  
    
  These shirts are perfect for my husband's build. He is 5'11, 240lbs, chest 49"", belly 46"".  The XXL shirt is not too big or too small.  Across the back, shoulder seam to shoulder seam, is 24"", from top of neck to bottom of shirt is 33.5"", and the sleeves are wide and roomy.  He says he can move around and work on equipment without the material binding or restricting his movements.  The fabric is sturdy and comfortable, and not too hot.  Soaks up the sweat too.  Washes really well and looks good - he works around a lot of dirt and grease so impossible to get it all out.  We are ordering more for sure.

  
",
83,391,"







  
  
    Good quality for the price point
  
",5.0,J. Moore,"Reviewed in the United States August 5, 2020","









  
  
    
  Shirt fit right and I expected it to be loose around the waist (Hence the name ""beefy"")  Material is heavy than most and price is good

  
",
84,400,"







  
  
    You get what you pay for!
  
",2.0,David A. Rudloff,"Reviewed in the United States April 12, 2020","









  
  
    
  If you normally wear a large, order an extra large! If you wear a medium, order a large. Other than that, for the price, I guess it will do. Probably won't order from this seller in the future though..

  
",Size: SmallColor: Gold
85,86,"







  
  
    Not What They Used To Be...
  
",1.0,Eduardo Martinez,"Reviewed in the United States September 30, 2020","









  
  
    
  Once upon a time, Hanes had the market on hefty t-shirts. These two I ordered fell below the Old Standard. One had sewing on sleeves come apart after first washing...and they are not HEFTY at all. Groan and double-groan. I won't get fooled again...

  
",
