,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
10,10,"







  
  
    Monitor has Good Speakers and can do 75hz!
  
",5.0,toxKyeso,"Reviewed in the United States October 11, 2020","









  
  
    
  Gee, what is up with some of the reviewers stating this monitor has no speakers, and can't do 75hz!My monitor has speakers, and when I adjusted the sound in the menu on monitor to 100 percent Volume, sounded good to me!  (out of box it's only set to 50 percent and not that loud).The 75hz option is if your other equipment has 75hz setting. My PC has 75hz setting, my xbox doesn't.This monitor had a 95 percent 5 star rating in the beginning!  Now it's dropping like a rock because people read the most popular review and the most critical review that both are spreading lies!You can see how FAKE NEWS can spread and many people believe the FAKE NEWS and repeat it in new reviews!

  
",
11,11,"







  
  
    Lightweight and Both Height and Tilt Adjustable
  
",5.0,Kalani Ruwanpathirana,"Reviewed in the United States October 11, 2020","









  
  
    
  Bought this for the online schooler at home to replace looking down on his laptop. Specifically went with this model because of its adjustability. The design is sleek with pretty much no edge on the outside. Integrated sounds is another nice feature, so we don't have to get a speaker system cluttering the table. Overall it's a good value for the price.

  
",
12,12,"







  
  
    For those who complain about the volume being too low you need to adjust it internally
  
",5.0,buzznikki1,"Reviewed in the United States November 17, 2020","









  
  
    
  Overall the price was right and the screen is great. A few people complain about the speakers being too quiet. The built in speakers are pretty good, just don't expect the quality of the speakers to be as good as $100 external speakers. To adjust Speaker Volume on the monitor itself with HDMI connected (this should work with the 3.5 mm male to male cable as well):• Press any of the buttons on the monitor (not the power)• Select the far left menu icon• Press the second from the left button to scroll down to management• Press the far left button to select• Scroll to audio• Press far left button to select• Select volume• Adjust the max range up to 100%. The default is set on 50%Then use the volume control slider on your PC to adjust the volume as you normally would.

  
",
13,13,"







  
  
    Great clarity and amazing price
  
",5.0,AK,"Reviewed in the United States September 22, 2020","









  
  
    
  Bought this screen just this week and it is amazing. Great clarity and good price

  
",
14,14,"







  
  
    Great value for the features
  
",5.0,Lampshade,"Reviewed in the United States September 29, 2020","









  
  
    
  I selected this monitor because it has both HDMI and DisplayPort inputs, (it also has VGA, but I'll never use it) has a stand that will rotate to 90, allows for VESA mounting without blocking inputs, is 24"" diag. with small bezels, is 1920x1080, and is an established brand. It is all of these, no problem. What you also get is tool-free installation (nice to have even if you have plenty of tools), and cables! I expect a power cord with anything that uses power, but I did not expect an HDMI cable. It did not come with a DisplayPort cable, but I hooked one (of the two I bought) via miniDP, and a full-sized cable would have just gone into the parts pile.  Six-foot HDMI cables are a great item to have laying around.It also came with an 1/8"" stereo patch cable for analog audio. I saw the description about speakers, but didn't intend to use that feature. I didn't even hook up the cable. What surprised me was when the monitor I hooked up via HDMI started playing sound from the laptop. This feature does not seem to be mentioned anywhere in this product description, nor even in the user manual, but this thing does HDMI audio extraction! I haven't yet tried, but I think you could hook up a Chromecast and get the full audio/video experience. That said, there does not seem to be much of an amplifier -- it's not loud, even with the volume cranked all the way up on the PC (there is no on-monitor volume control). In any case, it's a nice bonus. I didn't buy this thing for the speakers, but their presence doesn't bother me. The display portion of the monitor is fairly thin. The speakers do add a bit of girth, but no more than you would have from a similarly-featured (no audio) 24"" monitor from a few years ago. Same goes for weight. I generally use Dell 24"" monitors, and this HP model holds up well against the Dell models that are significantly more expensive (and have not dropped features like VESA mounting and 90 rotating base support).Bottom line: I'm thrilled to get a high quality 24"" 1920x1080 monitor with VESA mounting, 90 rotating base, and both HDMI and DisplayPort, and even giddy about the included HDMI cable and speakers, all for $110.

  
",
15,15,"







  
  
    Not for reading or editing Word documents or Excel spreadsheets
  
",1.0,Alex CK,"Reviewed in the United States December 2, 2020","









  
  
    
  There is no setting to fix a cheap monitor, I tried thinking that as technology improves cheap monitors should get better.; wrong it doesn't get any better.There is no Clear Type adjustment, driver, or resolution /Hz that could fix what it is unfixable.The idea was to use it as a second extendable monitor in portrait mode and be able to see and edit complete documents or spreadsheets.Look and compare both attached pictures, the clear crispy one is on the primary Dell monitor the other picture is the same image moved to the secondary HP monitor.

  
",
16,16,"







  
  
    Value for Money
  
",5.0,Ashokan Karunanidhi,"Reviewed in the United States September 27, 2020","









  
  
    
  First of all, It was delivered within two days for normal membership. Its a new product and there isn’t much review anywhere. But I was tempted to buy for 2 reasons. One for hight adjustment and second it can tilt vertically. My main purpose is for home office so I dont mind the refresh rate but it does come with 75 hz. The speakers are decent enough. It comes with HDMI cable and an audio cable for aux. For little over 100 bucks, this is excellent monitor.

  
",
17,17,"







  
  
    Very nice with a great picture! VGA mode is okay...
  
",4.0,halowe,"Reviewed in the United States October 2, 2020","









  
  
    
  Set up originally using an HDMI cable and it worked flawlessly! Of course, one of the reasons I chose this monitor is because of the built-in speakers. Unfortunately, the speakers do NOT work with the HDMI cord plugged in. Originally, I thought the speakers just simply didn’t work.I contacted tech support and they had me try a different cord but never asked me about HDMI. So, although she was very nice, she had no idea what she was doing aside from reading a script. They need to add the HDMI issue their script. A note on the site itself might be a good idea as well. Anyway, she set up a return that I later cancelled (they never told UPS that I cancelled so he showed up for a return the next - actually, that was wrong as well since I couldn’t return it till the new one arrived - oh well...)Anyway, after I sat and thought about it for a while, I suspected that the HDMI carrying the audio signal thereby blocking it. So, I used the VGA connection. It works, but I had to significantly adjust the vertical setting on the monitor.Bottom line, the monitor is now fully functional including the speakers. The speakers sound pretty much like any other PC speakers although a tad louder, certainly loud enough for my use. I was able to tweak the sound a bit with the audio manager that came with the Lenovo computer. The point I deducted was for the tech support. I realize this is a new monitor but the people answering the phone should at least understand the technology even if they don’t know the item details.UPDATE 1: The monitor does NOT work well unless I use an HDMI cable, which I am now doing. So, I am back to external speakers. Basically, if I try to use anything other than an HDMI cable, the monitor cuts out (goes dark) frequently, although it does come back on again. BOTTOM LINE: I am not able to use the internal soeakers, perhaps you’ll have better luck...

  
",
18,18,"







  
  
    A BAD experience
  
",1.0,Alexanderdr,"Reviewed in the United States December 20, 2020","









  
  
    
  I purchased this monitor because of the reviews and my 25+ years of experience with HP products. It arrived quickly and undamaged. And for 2-1/2 months it was a good purchase.A few days ago I started noticing that when I switched applications a ""ghost"" would remain on the screen, visible, behind/below the currently running application. (No, my monitor does not stay turned on to a static screen for hours on end.)Today the problem was so bad I contacted Amazon product support. They were as helpful as they could be, including the CS agent holding for 27 minutes for HP Support to answer the phone..........And then the nightmare began.The first person at HP went through a few troubleshooting steps and said he thought the problem may be the graphics card drivers or the card itself. But, because my desktop is a Lenovo he had to transfer me to an HP agent who could help with a non-HP computer.That person did a few trouble shooting steps (after trying to tell me how to hook up my new printer after I explained the monitor issue) and said that the computer was not the problem, it was the monitor and needed to be resolved as an ""in-warranty"" issue and transferred me to the HP warranty department for resolution.This new agent, after telling me I could ""reset"" the monitor by holding the power key for 15 seconds then said that the problem was not a warranty issue and said she was going to transfer me back to the department that had sent me to her. At which point, after almost 90 minutes on the phone with HP and almost 30 before that with Amazon, I lost my feces.So, tomorrow I am going to file a warranty complaint through my credit card company, file a lack of customer service and common sense complaint with HP and start looking for a new monitor - NOT HP!Until this issue I would have given this monitor a 4 or 5 star rating. Not now, it is only a 1 star, a monitor should not start failing in less than 3 months. The customer service experience is a negative 5.

  
",
19,19,"







  
  
    nice monitor and crystal clear color!
  
",5.0,Daryl Johnson,"Reviewed in the United States September 21, 2020","









  
  
    
  I will post a picture later.I need a second monitor for my work. I don't want to spend much but I need good quality. Sorry, student with low budget.I trust HP because I had good experience with HP. This one is 75hz and almost 24 inch screen. Usually it's 60hz for good brand name monitors. So I think it's very good deal for me. I compare it with my other monitor, this one has much sharper image and crystal clear color!

  
",
20,20,"







  
  
    Great price, I needed to buy a separate a DisplayPort Cable to get 75hz
  
",4.0,David C. Miller,"Reviewed in the United States October 6, 2020","









  
  
    
  For the price, this really can't be beat if you want a new monitor in the home office during month 8+ of COVID-19. Other reviews are incorrect: this DOES come with built-in speakers, which sound fine. My only complaint is that this was advertised as having a 75hz refresh rate, but the HDMI cord this comes with is capable of only 1080p@60hz. Maybe it was just my setup/video card/configuration, but the monitor could handle it and the default cord couldn't! I had to get a DisplayPort cord for an additional $10 and now it does 75hz just fine. Whether I can even tell the difference between 60hz and 75hz is between me and my God, but if you're in the market for a nice new monitor, this is a great choice you won't regret.

  
",
21,21,"







  
  
    Get a refund, not a replacement!
  
",1.0,Amazon Customer,"Reviewed in the United States October 12, 2020","









  
  
    
  Within two hours of receiving this monitor, it turned off. And stayed off.  Then when I could get it to turn on again, the screen turned green.  Amazon was awesome and connected me to an HP rep.  She said they would send me a box and label to return the monitor and send a replacement within 10-12 business days.  That is NOT the case.  I contacted them on September 29 and it is now October 12 and still no return box or label.  I followed up and they told me I should receive it by October 14.Next, I was told that they will not ship the replacement until they receive the replacement monitor.  At this rate, I will not get the replacement until November.  When I asked if I could receive a refund instead, they basically said ""too late.""  With 40+ Zoom meetings between now and then, I will have to buy another monitor to use in the interim.If you get a dud like I did, opt for the refund ASAP.

  
",
22,22,"







  
  
    Does not come with DP Cable. Only HDMI. Not 75HZ.
  
",3.0,Tiffany-anne,"Reviewed in the United States October 15, 2020","









  
  
    
  So far seems like a great monitor for the price.However, if you think it will come with a DisplayPort cable, *it doesn't*. I had to order the cables and I'm still waiting for them to arrive before I can be able to check the actual performance of the monitors themselves. It does come with a HDMI cable, however.I wish it was a little more clear on the product description, but I guess that could be considered my fault too for not clarifying. Also, as the other reviews have stated, this is *NOT* 75HZ. It's 60HZ! Incorrect description! Since I am using these two as my third & fourth monitors, it isn't that huge of a deal, but for those of you who are looking for 75hz, this is not it.EDIT: if you're looking for clear quality, put in just the little extra bucks to get a better monitor. The text is incredibly blurry, the colors are dull, and in general it's just a subpar monitor when you can get better quality monitors for just a couple bucks more.

  
",
23,23,"







  
  
    Great for productivity
  
",5.0,Jessica M.,"Reviewed in the United States November 13, 2020","









  
  
    
  I bought two of these, and they have been great.  I like the input options, and that the monitors have speakers.  I'm no audiophile, so having simple speakers included in the monitors meant I could have one less item on my desk.I put these on the ""Mount it!"" dual VESA mount (https://www.amazon.com/gp/product/B08BW739D2/ref=ppx_yo_dt_b_asin_title_o05_s00?ie=UTF8&psc=1), which was super easy.  The monitors came with a very nice, sturdy, flat-base (So you don't totally lose that desk space!!) stand, but I opted for the mount.  The monitors also came with VESA screws already installed, so mounting them just required removal of the screws and reinstallation of the screws with the VESA mount plate.Also, I have been working from home, and had one these hooked up to both my personal computer and my work computer.  Switching inputs was easy using the hard-key buttons hidden on the bottom-right of the monitor body.And as simple as it is, these came with an HDMI an power cable which were 6ft long each, which was nice.  NOTE: The listing says 75hz refresh rate, but that is with DisplayPort cables.  As I write this, these are running at 60hz on the included HDMI cables.  This doesn't matter at all to me, because I don't play games on them, but FYI!I shop around pretty extensively before making purchases, and I feel confident that these are a good value (obviously, since I bought them).  $110 for a brand-name, 1080p, 60/75hz IPS monitor with speakers, VESA mount-reay but comes with a good stand, and has good input options (HDMI, DP, or VGA).  Now that I've owned them for a few weeks, I would absolutely purchase them again next time.

  
",
24,24,"







  
  
    Unreliable
  
",2.0,Tom,"Reviewed in the United States October 28, 2020","









  
  
    
  I was excited to get two HP 24mh monitors for my home office. The size and resolution were a good match for my Surface Book. The thin margin on 3 sides makes working across multiple monitors much easier. Unfortunately, neither monitor worked correctly out of the box. One constantly turned itself on and off and the sound wouldn't work on either of them (second monitor started the on/off thing after the third day). HP support was not a good experience. They blamed the PC and Microsoft blamed the monitor. I had to spend several hours with my own IT company trouble-shooting to verify that the problem was with the monitors. HP's virtual assistant does not seem to understand that HP sells monitors apart from computers. HP's technical assistance chat person quickly told me that I had to call a different technical support line for this problem and that there would be a nominal fee for the service. (What!?). I called anyway but got bored waiting and explored Amazon's support (Tokyo rocks!) Return and refund were processed right away and I ordered Dell monitors instead.

  
",
25,25,"







  
  
    Excellent monitor but no speakers as advertised
  
",4.0,Rebecca,"Reviewed in the United States October 1, 2020","









  
  
    
  EDIT: it appears this monitor has speakers only compatible with Windows. So semi-correct... can’t for the life of me get it to run through my Mac though...Bought this monitor, as many people probably have, because working from home on my 13"" laptop long-term was intolerable. This is a gorgeous monitor, lovely and slimline with an unobtrusive base. It takes a decent amount of real-estate on my desk, but the base is low-profile so I end up setting things on it out of the way. It has a good amount of customizable color balance options. The only drawback I have found is the cables must be run either side of the support which presents a cable management dilemma. Not insurmountable though! For $100 give or take, it's a great monitor, but does not actually have speakers built-in as described, so if that's a deal-breaker for you, heads up.That said, the height and tilt adjustments are nice and solid but not too tough to move around smoothly. As long as the speaker thing doesn't both you, I'd definitely recommend this monitor for a cheap and cheerful posture-saver for WFH!

  
",
26,26,"







  
  
    Great monitor with caveat and horrible customer service from HP
  
",4.0,Sheila G. Flanagan,"Reviewed in the United States December 14, 2020","









  
  
    
  Bought this monitor to go side by side with my Samsung 27"" (which I've had for over 7 years). Color was beautiful, read review on how to change from default 60 hz refresh rate to 75 hz and all was well until I reached up to tilt it from the top: BEWARE there is almost NO bevel at the top and edges and touching the screen it broke (sent lines across top and down the center). I had only had it for 26 days. Called Amazon and they said to call HP since it was within the 30 days. HP rep said broken screen was not covered and offered to send me a replacement for the exact price as on Amazon (new) and take 8-10 days to get it to me, PLUS return broken one at my own expense. Thanks, but NO thanks. Called Amazon back on day 30 and told them what HP said and they offered a full refund or replacement with 2-day shipping. They asked me to return the broken one at their cost.  The entire phone conversation took 15 minutes. This is why I am still a Prime customer after almost 20 years. They know how to treat customers.This is a fabulous screen for the price and I could find no others on Amazon in this price range with speakers and 75 hz RR. I did take the replacement, which was here as promised 2 days later and returned the broken one the next day.  Just be careful and only hold the screen on the back and bottom, beveled-edge as the least amount of pressure will crack the screen and that is not covered with Amazon's extra warranty through Assurion nor will HP cover it.

  
",
27,27,"







  
  
    Outstanding value
  
",5.0,KPA,"Reviewed in the United States October 14, 2020","









  
  
    
  This full-HD monitor is an outstanding value. The image is great, the frame is unobtrusive and nice looking, the stand is solid and stable, and the built-in speakers are perfectly adequate for Zoom, Teams, Skype, or YouTube videos. It supports VGA, HDMI, and DisplayPort inputs. The power is provided by an AC cord, without the bulky and awkward power transformer box that some monitors come with.Normally I don't care much about the menus built into the monitor, but these deserve special recognition. The user interface (""OSD"" = On Screen Display) is very well organized, full featured, and easy to use. It even has the ability to reposition the menu and to make it translucent.I purchased this monitor to go along with an inexpensive mini-PC and it is an excellent companion.

  
",
28,28,"







  
  
    Strange monitor.
  
",1.0,Simken,"Reviewed in the United States October 13, 2020","









  
  
    
  Something weird about this product- came with only instruction written in Chinese, and in such small print that it is unreadable even with a magnifyer. There was nothing in the box in English, however assembly of the stand was intuitive. But the monitor was dead on arrival.  None of the unlocking tricks nor keyboard lockouts would work; it was unfortunately just dead.  Am returning it for refund, so cannot rate it if it doesn't work.

  
",
29,29,"







  
  
    Incorrect refresh rate
  
",3.0,Jorge Franco,"Reviewed in the United States September 25, 2020","









  
  
    
  disappointed! Incorrect description. Monitor is 60HZ NOT 75HZ.

  
",
30,30,"







  
  
    quality product, excellent versatile stand, no power brick
  
",5.0,nopotato,"Reviewed in the United States January 19, 2021","









  
  
    
  I'm probably approaching the purchase of a monitor from a different perspective from many. I wanted a reasonably large monitor but not so large that I couldn't remove it from the table for weekends. Nevertheless, i wanted the ability to rotate the screen to fit a letter on it comfortably. i had also wanted lightweight.The HP  has a brilliant stand, & is v sturdy.  it allows sliding the monitor up & down, at an angle, & yes it does allow full rotation. I read in questions varying answers. The trick to rotation is that one has to slide the monitor as far up from the base as possible, then angle it upwards, at which point it will then  will clear the bottom to allow rotation; otherwise it will not.i wanted a screen that prevents eye fatigue. ASUS advertises this in its headline description. HP has the ability  in its menu to select low blue light, which is the main way to reduce eye fatigue.  The menu system is v easy to use & access.  It also has HP enhance + which I highly recommend in other situations.  The versatility of positioning of the monitor makes for much less stress on eyes too.The screen with stand is not the  lightest at 10 pounds for a 24 inch but  not terrible.  This includes the  magnificent stand which  is v easy to detach unlike many others. Its a simple push to disengage, & pull at the back. This allows for easy storage, in my case over weekends. Keep the packing material to protect the screen. Id say that added at least a few pounds, & was completely worth it.  The monitor also  incorporates the brick many monitors leave with the cable. I don't like all those power cables with bricks, so i welcome the choice. again this adds a pound but avoids clumsiness and unsightly wiring.resolution is reasonable on par with most other basic monitors. the refresh rate apparently can run up to 75hz but i haven't tested this with my Chromebook. the usb-c displayport works perfectly .For the price this is excellent value. a premium build monitor for a basic price.

  
",
31,31,"







  
  
    Go for it!
  
",5.0,Dictator,"Reviewed in the United States November 15, 2020","









  
  
    
  I was about to buy vh240a and then Amazon recommended this newer model 24mh. I already have two vh240a, so I know how good it has been. But, this is even better.1. Better speaker quality than vh240a. I felt that this speaker is in an acceptable level now. vh240a speaker was the last option I would pick to hear something out of my PC.2. Extra port - Display port. A good reason I chose this model as my PC ran out of hdmi3. No adapter brick, just the power cable directly to the display. It's 2020 and I believe we don't need to compromise. Check!4. Picture quality - No complaints there. Just as good or slightly better than vh240a5. Not really sure, but this felt pretty light if you exclude the stand. So, looks like it will do well with different stands and mountsGo for it! You will not be disappointed.

  
",
32,32,"







  
  
    BEWARE! There's a reason this monitor is CHEAP!
  
",1.0,Inqualls,"Reviewed in the United States November 3, 2020","









  
  
    
  I was on the fence about buying this monitor but ended up doing so because of the hp brand name. Within two hours of use the screen has LED-backlighting burned into it. This is where the edges of the screen become burnt and discolored from poorly manufactured led lighting. Also, the picture is absurdly dark. I also suspect this to be the faulty LEDs. I went in to check the brightness and contrast setting only to find that both settings were already set near the max by factory default!  It's such a shame that amazon suggested this to me and that hp would put their name on something that's clearly defective. Don't be fooled by the nice trailers and good reviews like I was, just pay the extra $50 and get the monitor you actually want. It really is sad how far the quality standard has fallen. Well, I hope this helps others avoid this monitor like the plague.

  
",
33,33,"







  
  
    Great monitor for the price but I needed rich 4k resolution.
  
",4.0,TooTru2bReal,"Reviewed in the United States October 1, 2020","









  
  
    
  I kinda feel bad for rating this 4 stars but I have to. This is a great product for the price. My only problem is it was not what I needed. I have a 4k Dell XPS laptop and the color on my laptop is phenomenal. This monitor (I bought 2) is only FHD up to 1920 x 1080 resolution. It does not look that good next to UHD 3840 x 2160. Sooo, it depends on what you need and what you are looking for. For the price, it is unbeatable. I'm a developer and designer and I need rich color. If used on a different laptop with a lower video card, I would probably have kept these. Yes, I returned them. Thanks to Amazon for a no hassle return. I ended up buying 2 4k UHD monitors that have yet to arrive. I should see a significant difference.

  
",
34,34,"







  
  
    Macbook users - you have nothing to worry about!
  
",5.0,snags,"Reviewed in the United States February 1, 2021","









  
  
    
  Bought this to use as a monitor for my 2017 MacBook Air as the 13"" screen was starting to strain my eyes. For some context, I'm a student and my primary use for the screen is to read read read and take lots of notes. I've read a few reviews about issues with the resolution from a mac to this screen, and the surefire way to make sure none of those issues happen is to buy a thunderbolt to hdmi cable - I bought one from amazon basics a couple years ago and it works seamlessly - edge to edge display and full resolution. It's not a 4k monitor or anything but with how big it is and how far back you sit, it's all the same in terms of crisp, clear picture. I don't use my computer for gaming really so I cannot comment on the graphics/resolution for that purpose - but for your basic office or school work - it's perfect.Not sure what a solution would be for newer mac models that have only the usb-c output. Also, this was bought in Feb 2021 and it seems like the latest model comes with built in speakers, has a tilt feature, and vertical sliding to adjust the height. For this price, I think the value is unbeatable. The only downside is that there seems to be no external volume control, but I have my bluetooth headphones in most of the time anyway so it doesn't matter. It also comes with an aux cord to connect to external speakers, and a regular hdmi cable.If you're hesitating on this product, there's a reason it's the #1 seller on computer monitors on amazon!

  
",
35,35,"







  
  
    Update- don’t spend any money on this
  
",2.0,Whit K.,"Reviewed in the United States October 8, 2020","








  
  Your browser does not support HTML5 video.










  
  
    
   Update: day 2 and the screen bleed is impossible photo included with a corner of a card so you can see it’s not the camera that’s blurry. I would revise to say even if tight on budget do not get this.Day 1 review:If you are tight on money this will meet basic needs. But if you spend long hours at a computer this monitor is very frustrating. All texts looks a bit blurry, and the unit i was sent has a constant strobing white line at top of the display. Only goes away when set to 800x600 display size which is basically like viewing your iPhone through a magnifying glass. Letters aren’t crisp. When rotated to verticals the display colors bleed so badly it’s laughable.

  
",
36,36,"







  
  
    Great monitors but they display 2 different colors
  
",3.0,Zeshan,"Reviewed in the United States January 25, 2021","









  
  
    
  I got two of these for my home office and honestly the monitors are great, it was a little difficult to get the one assembled due to a jammed part but that was resolved after putting in a little bit of elbow grease. My main issue with the monitors is that when connected into the same extension cord from my macbook pro the screen resolution is totally different on each monitor even though they are set to the same thing. I'll attach photos in a bit but overall its worth it if you don't run into this issue.

  
",
37,37,"







  
  
    Very good little monitor
  
",5.0,Bill M,"Reviewed in the United States October 1, 2020","









  
  
    
  Have to concur with other reviewers - this is a great 24"" monitor at this price point. Assembly and height adjustment are smooth. Low blue light option is a plus for detail spreadsheet work etc.  I disagree with some reviewers as I think the included speakers are pretty decent - better for watching downloaded TV shows than my own laptop's Bang & Olufsen speakers.

  
",
38,38,"







  
  
    Poorly made product?
  
",1.0,Peter Hoagland,"Reviewed in the United States October 20, 2020","









  
  
    
  I purchased this monitor to replace an Acer 24"" 1080p monitor that had lasted me over 7 years. I liked it because of the thin bezel and the price was great. The first monitor I received had discolored pixels in various places (see image) that would move depending on what was displayed on the screen. I tried several cables and even another computer, but the dead pixel look never let up. I installed the drivers for the monitor and updated my graphics drivers as well, with no success.After this I got a replacement monitor. The replacement monitor was worse because it showed up in packaging that had clearly been put back together after having been opened and used, and the screen had fingerprints and smudges on it. The second monitor also had the same pixel issues, except that it was also having an issue where the screen turns black every 30 seconds or so. Definitely disappointed and getting a refund.

  
",
