,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
10,10,"







  
  
    Water comes in Plastic Bottles and is totally Flat
  
",1.0,Lady C,"Reviewed in the United States March 30, 2019","









  
  
    
  We usually buy this water from the local store.  It comes in glass bottles and it is excellent, taste and gas.  The Amazon water arrived OK, but when I opened the bottle, about 2 or 3 bubbles raised to the surface and that was it.  Since I do not know what caused the gas to dissipate from the bottle, I do not want to drink it.  I do not recommend buying mineral water in plastic bottles anyway.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
11,11,"







  
  
    My order from February 2020 may have made me sick
  
",1.0,Peter,"Reviewed in the United States October 16, 2020","









  
  
    
  I tried this product for the first time in Feb. 2020. I only had a few bottles over the course of about a week. I wasn't very impressed as it tasted flat and bitter. One night, I had a bit before sleep and I woke up at 3AM with nausea and a racing heart. I thought I was having a heart attack or panic attack. I ended up sick on and off for months (and am still getting over it as of October 2020). It's slow progress but I am feeling better.Now, it is possible I have been dealing with the ""longhaul"" form of coronavirus and that it was not the water, but personally, I'm not taking my chances again and I would advise prospective buyers to be very cautious. As a first time drinker of mineral water, I was not familiar with the product. If you are familiar with it, you might be able to recognize any problems with it.There are other 1-star reviewers who mentioned issues with their water. Look for the reviews from circa June-July 2020. One such reviewer mentioned having called the company and them saying Amazon possibly stored it incorrectly and caused plastic to leech into the water. I wonder if I ingested plastic that evening? It may have damaged my organs and for months my body had to repair itself (still getting over it).When I examined my unopened bottles a few months later I noticed a pool of white looking sludge sitting on the bottom. I wasn't sure if that was the ""minerals"" or what. Could that have been the plastic? Like, does the CO2 cause the plastic to erode/melt over time or something? Also, the bottles had a date of 2016 on them. Wish I noticed that before I drank it several months back.Am I being unfair to only suspect this water? I don't think it is unfair to give a 1-star review for suspecting this water. Because, even if I didn't get sick from this water, I still didn't like it. Flat and bitter. Also, the date on the bottle said 2016, so if they were expired that certainly doesn't help. My theory is that I probably did have corona in late Feb/early March, but it was this water that stressed out my body to cause corona to become a ""longhaul"" form of inflammation that lasted for months and months.

  
",Size: 16.9 Fl Oz (Pack of 24)Style: Water
12,12,"







  
  
    Great natural Mineral Water.  (It WAS Very economical! - NOT NOW!) BAIT and SWITCH!
  
",1.0,Dennis Globosky Ph D,"Reviewed in the United States March 22, 2020","









  
  
    
  Original review is below:  Originally gave this 5 stars...not NOW! Ordered March 7, 2020 and paid $13.45 for 24 (16.9 oz) bottles of Mineral water. Now just 2 weeks later the price has increased over 360%!  What is THIS about?What was once a GREAT deal 2 weeks ago, NOW (March 23rd) will cost $46.01 + 2.76 Tax = $48.77.  I WILL NOT be buying this again!  I can't believe they (Amazon?) pulled a stunt like this.I like the taste of Pellegrino Sparkling Natural Mineral Water...and this deal is fabulous!  How can you beat 24 (16.9 oz) bottles of one of the purest, most healthy waters on the planet...for around $13.00 ?  (Circa March 2020)I will definitely purchase again.

  
",Size: 16.9 Fl Oz (Pack of 24)Style: Water
13,13,"







  
  
    Beware...
  
",1.0,Kuemmel,"Reviewed in the United States July 23, 2020","









  
  
    
  There was something wrong with this water. I have been drinking Pellegrino water for 50 years. My ancestors are from the part of Italy that the water comes from. There was something wrong with this water. It gave me a bad stomach ache and It had an alkaline taste as well as a certain sharpness. Perhaps foolishly, I tried different bottles in the package over a two-week period, and each time I drank some of the water, the stomachache returned. When I bought Pellegrino again at the supermarket, I did not have this stomach ache. I called Pellegrino, and they told me that the problem was due to the Amazon  Pellegrino water being stored in correctly. They said that improper storage causes the plastic to leach into the water and create the conditions I described. Beware....

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
14,14,"







  
  
    For those who like San Pellegrino
  
",5.0,JM from SC,"Reviewed in the United States January 27, 2018","









  
  
    
  Some people argue that water has no taste. Well, those people's taste buds are shot. Water tastes differently, according to the mineral content of different water brands.San Pellegrino is one of my favorites (but not THE favorite). I have developed a preference of San Pellegrino over Perrier (which I used to be a fan of at one time.) These two are the most known brands sparkling water in the US. I've tried store brands in the US, but just save your money and drink filtered tap water instead.For those who like San Pellegrino, try Gerolsteiner from Germany, or Apollinaris. My favorite is Rosport Blue - sparkling water from the great small country of Luxembourg. The carbonation is not as strong (smaller bubbles... if that makes sense). Unfortunately, those are harder to find (Gerolsteiner, Apollinaris) if not impossible (Rosport).

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
15,15,"







  
  
    Almost no sparkle
  
",2.0,El Light,"Reviewed in the United States March 30, 2019","









  
  
    
  As others have written, I too have received almost ""flat"" water. I know plastic bottles will not hold on to the carbonation as long as glass bottles will - whether it's a soft drink or water.  Maybe those of us whose water doesn't sparkle very much got bottles that had been sitting in storage too long. I won't be buying these again - the price is not a bargain if the water is almost flat when received. I'll go back to the glass bottles from the grocery store - when I buy glass, I can open it, drink a small amount if that's all I want, seal the bottle back up, and it's still sparkling for a few days.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
16,16,"







  
  
    DO NOT I REPEAT DO NOT BUY!!!!!! -0 stars!!!
  
",1.0,Meg,"Reviewed in the United States June 25, 2020","









  
  
    
  These are FLAT!!!!! I'm sorry irritated I didn't read the reviews!!! I'm only on here now to see if I was crazy or what! I literally had to check to see if they were sealed??????? They taste like tap water!!!!! What a joke!!!!!!! I literally drink this brand and Perrier for a living! Never have I ever tasted this. It's non returnable so I hope I can just prevent someone else experiencing this. I don't know what they are selling but s. Pellegrino IS NOT IT!!!!

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
17,17,"







  
  
    pleasant to drink sparkling water
  
",5.0,Vero Veritas,"Reviewed in the United States March 16, 2019","









  
  
    
  First of all I want to say the following:To all the 1 star reviewers that are unfairly venting their frustrations out, you are not being fair if the product lost its fizz or sustained damage in transport as the latter has nothing to do with the quality of product itself but more so with the knuckleheads who do the deliveries!I ordered my first case here which is considerably cheaper -40%!  than in my local grocery store Safeway in San Francisco!I like the Pellegrino because it's a pleasant sparkling water, compared to others with a subtle faint hint of sweetness, with not to aggressive or harsh neither to weak carbonization, a very low-sodium very drinkable natural sparkling mineral water. the dissolved mineral contents is 854 mg/L. The full analysis as well as the story about Pellegrino you can read at their name sake website.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
18,18,"







  
  
    I feel bad for my mailman
  
",4.0,Pacificos,"Reviewed in the United States May 31, 2018","









  
  
    
  Again, I feel bad for my mailman. I'm really sorry, bro. I bet you hate me when you smile at me through the door.Everything was perfect with the contents, but the box arrived broken and disheveled. That's what I get for making my mailman deliver a box of water to my doorstep instead of carting it up the stairs my damn self.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
19,19,"







  
  
    Terrible Odor
  
",1.0,CZ,"Reviewed in the United States June 13, 2019","









  
  
    
  I have always ordered the 33.8 fl oz bottles of Pellegrino and love them but decided to try the smaller ones but that turned out to be a huge mistake.I received the product and when I opened the box, there was a very strong odor of rubber. I assumed that it was the packaging and that it would go away but it didn't. I decided to pour it into a glass instead but realized that the odor was in the water as well.I hope nobody else goes through the same thing because it leaves a smell on your hands from even touching the bottles and drinking it made me feel disgusted.

  
",Size: 16.9 Fl Oz (Pack of 24)Style: Water
20,20,"







  
  
    Decent Seltzer Water in my Opinion
  
",5.0,Curtis Ed,"Reviewed in the United States November 19, 2020","









  
  
    
  San Pellegrino for a while now has been a really liked brand of Seltzer Water for people, companies, and restaurants alike. This is a brand that you frequently see being served to you if you go to fancy places and ask for bottled Seltzer Water. The taste is well appreciated by many BUTT here is where I disagree. I really think that there are other brands out there that would be much more preferable to San Pellegrino. I think that the taste of San Pellegrino is a bit off and taste too filled with minerals or something. I still have a few bottles left of the case I bought just sitting here in the home.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
21,21,"







  
  
    One Of My Favs
  
",5.0,,"Reviewed in the United States June 14, 2017","









  
  
    
  My Wife and I first discovered San Pellegrino Sparkling Natural Mineral Water at a nice resort. We fell in love with this sparkling Italian Spring mineral water. It is a nice substitute when you either want to come off of drinking alcoholic beverages or if you don't drink and want to fit in with your friends or colleagues, you can pour some of this nice sparkling water in a wine glass. We even like it as something to just sit down with and relax while sipping it. It can even be helpful for settling an upset stomach. San Pellegrino Sparkling Natural Mineral Water has been around since 1899 and is a well established product within nice resorts so it also makes for a classy presentation to guests at home. It isn't always the easiest product to find at your local grocery store so I really appreciate Amazon's delivery to my front door in these large bottles.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
22,22,"







  
  
    A real thirst-quencher.
  
",5.0,Mary,"Reviewed in the United States April 14, 2017","









  
  
    
  Really like this sparkling water.  It is a crisp, unsweetened mineral water which quenches my thirst here in hot Texas.  So nice to get away from sugar and artificial sweeteners. Plastic bottles are BIG.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
23,23,"







  
  
    Screw tops are very hard to open
  
",3.0,Carpe Diem,"Reviewed in the United States January 17, 2021","









  
  
    
  The water tastes fine, with adequate sparkle, and I like these small, lightweight plastic bottles for carrying around or lifting to drink from at night.  They are also easier to position in a crowded fridge.I have ordered this water many times in the last couple years. My main criticism is that the tops are getting increasingly difficult to open.  I typically have to get a tool ( a rubber dish glove, or something that will give me better grip and traction ) to get the bottles to open, and then I still strain and grunt, Even a big strong man has trouble. It takes away some of the pleasure of the refreshment when it is a battle to get into it.  I have not had this problem with other sparkling waters. I am now negatively conditioned to associate opening a bottle with hand pain and struggle,

  
",Size: 16.9 Fl Oz (Pack of 24)Style: Water
24,24,"







  
  
    Non-Fluoride drinking water for cellular function
  
",5.0,kix66,"Reviewed in the United States July 17, 2019","









  
  
    
  This water is what healthy people should be drinking. Supplements can be dissolved in this water thanks to carbonation  which makes minerals available to cells. Water analysis is available from the manufacturer online, and isn't polluted with fluoride like most bottled waters. We do wish it was still available in glass bottles, but the plastic is BPA free. Anyone working in a water treatment plant knows how toxic ""purified"" water can be, and manufactures don't have to supply information on where their water is bottled. No toilet paper fragments, discarded medications, chemicals or toxic heavy metals in this water. Very pleased with this product, and glad Italy has good free flowing water to share. That won't be the case forever.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
25,25,"







  
  
    The champagne of waters
  
",5.0,Anastasia,"Reviewed in the United States September 29, 2020","









  
  
    
  I love San Pellegrino sparkling water.  I drank lots of sparkling water when I lived in Italy 18 years ago.  I started drinking sparkling mineral water again a few years ago for the mineral replacement, to help prevent migraines.  I also like that I feel like I’m drinking champagne at work, if I bring a Pellegrino.  Lol.Anyway, I have ordered this case a few times now, because it’s a good price and I hate going to the grocery store and seeing all the shelves cleared out.  So thank you for having this available.The only thing is the labels are sometimes sticky, which isn’t a big deal bc I’m only interested what’s inside... but perhaps that’s why they are at a good deal.  Anyway, will probably buy more.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
26,26,"







  
  
    Makes purchasing easy
  
",5.0,DiGi,"Reviewed in the United States September 20, 2020","









  
  
    
  I have been drinking San Pellegrino for years and as I get older it's been harder dragging it home from the store. The price on Amazon didn't vary very much from what I was paying in the store so it has been ordering it from Amazon lately. I haven't been disappointed. It is the exact same quality I expect. I love the larger bottle and it stays bubbly after I reclose it. This is the second or third time that I've ordered it and the first time that I had any problem with the packaging. The outer box came slightly damaged and because of that the inner Packaging also was slightly damaged. Luckily it didn't affect any of the product and I can't blame San Pellegrino. It's entirely the shippers fault.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
27,27,"







  
  
    If you like San Pelligrino, buy it in glass
  
",2.0,La Milanese,"Reviewed in the United States December 9, 2019","









  
  
    
  This is my favorite water. Locally prices are way over the national average for food so Amazon has been great and convenient. I forgot a friend of mine said he couldn't tell the difference in taste if he drank out glass or crystal glasses. I told him to taste any water in the two. Yes, he could tell the difference which he couldn't with a $120 bottle of nice stuff.The idea of putting water in plastic bottles must have been to reduce spbreakage in shipping. Since it gets from Italy to my local supermarket in glass, and they can pack lots of plastic in those boxes, given the difference in taste and people noticing the screw tops were letting it go flat, PLEASE USE THE PLASTIC AROUND GLASS BOTTLES. Or lots of paper. Then in winter you can ship it in plastic to Northern states where it would crack open. I have a bad back  and can't get groceries out of the cart.

  
",
28,28,"







  
  
    What's happened to a great drink?
  
",3.0,The White Knight,"Reviewed in the United States August 5, 2020","









  
  
    
  Many years ago, I would Pellegrino Water as a special treat.  open the bottle and a grand taste that was refreshing. I didn't always buy it as I felt to drink it steadily would stop the enjoyment a once in awhile experience! it and a drink called Lilette, from france were to be enjoyed as a special drink. today I bought a 12 pack of 16 oz bottles and refrigerated a few to be ready for my meal. well, talk about what's happening in his new world where the customer is ""NO LONGER"" right. products being offered now have less and cost double, and worst of all it's not the same as the orignal. On tasting what my expectations to be, I was completely broken hearted... Nothing, nothing no taste!!!

  
",Size: 16.9 Fl Oz (Pack of 24)Style: Water
29,29,"







  
  
    The best of the “Big 3” sparkling waters
  
",5.0,Bigalo Dickmas,"Reviewed in the United States August 5, 2020","









  
  
    
  In my mind San Pelligrino is the “just right” option out of what I consider the “Big 3” of sparkling water; San Pelligrino, Topo Chico, and Perrier. Perrier isn’t effervescent enough and Topo Chico seems to be almost like minor assault to me. San Pelligrino on the other hand is just the right effervescence for me. They come in a variety of flavors but artificially acquired fruit flavors always seems to be just a little bit disconcerting to me. I prefer the plain one and would recommend to anyone who is underwhelmed by Perrier or overwhelmed by Topo Chico.

  
",Size: 16.9 Fl Oz (Pack of 24)Style: Water
30,30,"







  
  
    Really really good.  But
  
",5.0,Amazon Customer,"Reviewed in the United States October 22, 2018","









  
  
    
  Wish i wouldhave discovered this years ago.  Its my favorite drink.  I had to stop drinking beer and soda.  This makes me feel like im doing something wrong.  Has a great bite and snap to to.  One person said he felt a couple of the bottles may habe been slightly flat.  Could be.  But not very much.  My wife worked at a restaurant that sold 16 oz bottles of this for 10 bucks.  Now nothing taste good.  Just soda or selzer or any of the others.  This is an out standing product.  Gives me that same end of the day reward feeling that a bottle of beer gave me at the end of a hard week. Only now its.  End of a hard day or.  End of a hard hour.  ;)

  
",
31,31,"







  
  
    Excellence In Water...
  
",5.0,Cyndee...,"Reviewed in the United States July 1, 2020","









  
  
    
  I absolutely love this water, and I'm subscribed, too.However,  of concern to me that on this lashipp that was the bottle that I've uploaded a picture of.First time ever, I've a bottle 1/2 filled, at best, still sealed and not leaking. Odd.Just wanted someone to know...

  
",Size: 16.9 Fl Oz (Pack of 24)Style: Water
32,32,"







  
  
    What a deal.....
  
",5.0,Karin B.,"Reviewed in the United States July 31, 2019","









  
  
    
  The best sparkling water Europe has to offer , delivered to my verandah free of charge and  3 Dollars cheaper than Sam's club. I am old and not as sturdy as I used to be so I love being pampered by Amazon and Total Wine and More, they bring my single malt scotch and other beverages to make me forget how old I am  to my verandah. Life is good.

  
",Size: 16.9 Fl Oz (Pack of 24)Style: Water
33,33,"







  
  
    Product lacks ""fizz"" factor
  
",1.0,WillyWonka,"Reviewed in the United States August 27, 2020","









  
  
    
  Product. arrived in good condition with intact packaging.  Nothing seemed awry until I popped open my first bottle.  It didn't fizz when the seal on the cap was broken.  Product is flat.  I wish I could return it to Amazon, but I already threw away the packaging.

  
",Size: 16.9 Fl Oz (Pack of 24)Style: Water
34,34,"







  
  
    Fulfilled by Amazon, and flat.
  
",1.0,The Tragic Poet,"Reviewed in the United States July 29, 2018","









  
  
    
  I thought that all the reviews about these being slightly on the flat side were just people ordering from non Amazon fulfilled sources. I was wrong: I ordered 2 boxes of these things, and they were much flatter than you'd buy in the store. How much more flat?I'll explain it this way: you know how you usually have to be careful opening Pellegrino (and other carbonated beverages) because they can overflow? No worries on these: you can give them a quick open. They'll fizz a little, but won't even come remotely near the top. This has been the case on most of my bottles thus far.Honestly, I'd say if you must order through Amazon, and you really mind the potential flatness... get  La Croix. It comes in a can, so it's going to keep it's carbonation, it has the same zero sugar zero anything properties of pellegrino, and hey have nice essence versions.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
35,35,"







  
  
    So Yummy and Versatile!
  
",5.0,Daniela I. Bright,"Reviewed in the United States January 7, 2019","









  
  
    
  I'm from Germany and was raised on sparkling mineral water. I'm so glad I can get the San Pellegrino mineral water at Amazon because I would miss sparkling mineral water dearly. I drink it as is or mix it with juice or with powdered drink mixes. It is wonderful, healthy, and refreshing!

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
36,36,"







  
  
    very refreshing, healthy, great quality!
  
",5.0,morningsun,"Reviewed in the United States June 27, 2020","









  
  
    
  we've been buying this mineral water for a while now and we love it! i am from germany and we trink a lot of mineral water there so i can tell pretty well when a mineral water is of great quality. this one really is! it is also always delivered very quickly and packaged very well. we will stick with this one for sure. great taste, great quality!

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
37,37,"







  
  
    Addictive
  
",5.0,Wolfmaster,"Reviewed in the United States May 21, 2020","









  
  
    
  I am addicted to these now. Don't know why. I am trying new things because of the you know what, I tried hard seltzer and loved it but wanted to be able to drink it all day. So I bought this on a whim, didn't expect them to be so huge but also didn't expect to go through one in like 5 minutes some days. It has health benefits too, some calcium and it fills you up so you eat less. I've lost 12 pounds due to this and a combination of other things such as buffets being closed, exercising more etc.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
38,38,"







  
  
    Sparkling Water From Italy (5- Stars)
  
",5.0,,"Reviewed in the United States May 2, 2020","









  
  
    
  Although I normally like sparkling water with a little more fizz to it, I love how fresh and clean San Pellegrino tastes.  My husband and I go through a lot of sparkling water as our preferred drink since it provides great mouth feel without calories or sweeteners.  Previously, we drank seltzer water, but when our usual brand became hard to find, we switched to this.  We haven't looked back.The bottles are a green plastic, not glass, for better or worse.-- Debbie Lee Wesselmann

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
39,39,"







  
  
    Delivered to the door
  
",1.0,New york ,"Reviewed in the United States December 30, 2019","









  
  
    
  Updated my review and changed my star , so I have been buying peligrino from Amazon since last year ! And I have always paid lessAround $14.99 now it’s over $25.00 plus !There is zero reason for this And you should adjust the prices !I only drink Pellegrino .Was super excited to see that you can write cases of water delivered to your door !!!I felt the taste was off different from the store bought .So far one was flat .Updated : I’ve ordered severalTimes and thank you for delivering today !

  
",Size: 16.9 Fl Oz (Pack of 24)Style: Water
40,40,"







  
  
    People don't seem to actually enjoy mineral water; better than Perrier
  
",5.0,J D,"Reviewed in the United States February 6, 2020","









  
  
    
  After living in Europe for 3 years where mineral water is more available than sunlight, this is the closest product I've been able to find within a somewhat decent price point. Perrier gets a higher rating because people don't even enjoy the mineral taste. This won't be as bubbly as Perrier either, but if you're looking to actually Drink your water in relatively short order like me, this isn't a problem. Not to mention, this has WAY more minerals than Perrier, which does a body good.

  
",Size: 16.9 Fl Oz (Pack of 24)Style: Water
41,41,"







  
  
    Great product BUT poor packaging! Caution when handling ....
  
",1.0,Harvey,"Reviewed in the United States July 1, 2020","









  
  
    
  This is NOT a negative review but a caution! Despite complaints to Amazon, product continues to arrive in a single box when ordered by 2 units. It is extremely heavy and bulky to anyone handling and a risk to bodily harm. I personally now am discontinuing future shipments.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
42,42,"







  
  
    Great mineral water but needs to be packed better
  
",5.0,NL0410,"Reviewed in the United States November 24, 2020","









  
  
    
  Kind of disappointed, I love S.Pellegrino sparkling mineral water, but this time it came in as-is in the original manufacturer box and the box was falling apart. The manufacturer box has perforation at the bottom seems, so I don’t think it’s wise to mail it out without placing it in another box. I could not even lift it off the ground by the door as the bottom of the box was breaking. I wish it was packed in another box.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
43,43,"







  
  
    All were flat.....
  
",2.0,Jim L.,"Reviewed in the United States August 18, 2019","









  
  
    
  Purchased 3 cases as a deal-of-the-day - great price! But the reviews were so-so, predominately related to lack of carbonation. I have finished  14 bottles and indeed the first case and the bottles from the second case are flat - barely any bubbles !  Something is wrong!!!  If you are a fan of Pellegrino, would purchase elsewhere until they figure out what is wrong.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
44,44,"







  
  
    My favorite BUT...
  
",5.0,Terry L. Baldridge,"Reviewed in the United States December 19, 2020","









  
  
    
  I love everything about S.Pellegrino but the price fluctuates strangely on Amazon. One day it will be a decent price and then the next it will be twenty bucks more. I just don't understand that. I'm always on the lookout for the price I can live with.

  
",Size: 16.9 Fl Oz (Pack of 24)Style: Water
45,45,"







  
  
    Best packaging for convenience and health
  
",5.0,Natasha Doubson,"Reviewed in the United States August 22, 2014","









  
  
    
  I get those delivered monthly (thanks to Amazon and the UPS guy who climbs up the stairs to my second story apartment to deliver the heavy box). I use them everywhere. I take them to my personal training sessions - my medically trained personal trainer said that I do not need electrolyte drinks unless there is extreme exertion, and in one hour of training, there is not such exertion, so mineral water is just fine (and it tastes better). I take it to the Korean spa I go to because I need to replenish the fluids lost during the time in hot sauna, steam room, etc., and these bottles are plastic, so they are allowed, unlike glass bottles. I always have a stash in the car, both to sip when I am driving and to have on me if I stop by for cheap eat-in food such as Chipotle - this way I do not have to buy juice from them, which saves money and reduces my sugar intake. The taste is just right, and the packaging is just right.Last but not least - it tastes great flat. If I leave an unfinished bottle on my dinner table overnight, next morning it is flat, but still very tasty.Also, it tastes great both cold and at room temperature.Love the product and love the convenience of the regular delivery.

  
",Size: 16.9 Fl Oz (Pack of 24)Style: Water
46,46,"







  
  
    Very Good Mineral Water
  
",5.0,vincent,"Reviewed in the United States April 14, 2020","









  
  
    
  I tried different mineral waters. This one is the best. Il has peasant flavor, CO2 and lots of minerals. It helps me a lot to stay hydrated during my 12-hour work shift. Besides, the price is very reasonable. Unfortunately, most people prefer drinking soda in this country.  This mineral water is much healthier choice.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
47,47,"







  
  
    Great Purchase
  
",5.0,Brea,"Reviewed in the United States August 9, 2020","









  
  
    
  I had to stop the auto shipment on this because we have too much in reserve.  So much that I started bringing a case to very small gatherings just to give away.  Having the bottles on hand for impromptu visits, dinner parties, and social gatherings met the need, but now with social distancing, we have a serious backlog.  If the need ever arises again, that this is a household must-have, I'll gladly purchase again.

  
",Size: 33.81 Fl Oz (Pack of 12)Style: Water
