,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
10,10,"







  
  
    Fantastic product
  
",5.0,Migueldinho,"Reviewed in the United States August 31, 2020","If you want a real technical review, there are some really good ones in the other reviews

I’m a novice & it made absolute sense to change out all of my old Ethernet cables — the one from the modem to our WiFi router, and (2) from my child’s PS4 & computer that connect to our WiFi router

The difference in noticeable & I encourage everyone with old Ethernet cables to upgrade

* Note: I bought my child a Digital Storm Lynx - Level 3 gaming system, & below I have included all of my 5-Star purchases from March August to support my child’s computer experience

I hope this review helps to shop & compare with other sites as well
________________________________________

Mr IRONSTONE L-Shaped Desk 50.8""...

https://www.amazon.com/dp/B082Y1DSPT?ref=ppx_pop_mob_ap_share
________________________________________

Knodel Desk Pad, Office Desk Mat,...

https://www.amazon.com/dp/B07JW4ZJ3M?ref=ppx_pop_mob_ap_share
________________________________________

APC UPS, 1500VA UPS Battery...

https://www.amazon.com/dp/B06VY6FXMM?ref=ppx_pop_mob_ap_share
________________________________________

4K HDMI Cable 3.3 ft,Atevon High...

https://www.amazon.com/dp/B06XNRJSSW?ref=ppx_pop_mob_ap_share
________________________________________

Cat8 Ethernet Cable,...

https://www.amazon.com/dp/B07QLXC6QR?ref=ppx_pop_mob_ap_share
________________________________________

AmazonBasics 12-Outlet Power...

https://www.amazon.com/dp/B07GPF72BZ?ref=ppx_pop_mob_ap_share
________________________________________

DisplayPort Cable, Silkland DP...

https://www.amazon.com/dp/B0861QVLHQ?ref=ppx_pop_mob_ap_share

________________________________________

Jeecoo USB Pro Gaming Headset for...

https://www.amazon.com/dp/B07TC8J6HK?ref=ppx_pop_mob_ap_share
________________________________________

GTRACING Gaming Chair Racing...

https://www.amazon.com/dp/B01N2RJ0HI?ref=ppx_pop_mob_ap_share
________________________________________

Soundance Laptop Stand, Aluminum...

https://www.amazon.com/dp/B07D74DT3B?ref=ppx_pop_mob_ap_share
________________________________________

Adjustable Cell Phone Stand,...

https://www.amazon.com/dp/B0744DM3Y3?ref=ppx_pop_mob_ap_share",Size: Cat8-6ft
11,11,"







  
  
    Do NOT use outdoors.
  
",1.0,steveqanderson,"Reviewed in the United States October 16, 2020","









  
  
    
  I used this cable for less than three weeks under the hood of a motorhome.  Outdoors, yet with protection from the elements.  The contacts corroded as you can see in the photo.  I doubt the claims about gold coating.

  
",Size: Cat8-3ft
12,12,"







  
  
    Decent for home use, ok build quality
  
",4.0,Edward Martinez,"Reviewed in the United States August 17, 2020","









  
  
    
  Bought this around April 2020 to support working from home during the COVID shutdown. Speeds seem to be up to the specs claimed by the manufacturer from what I have tested. The cable itself and the gold plated connector seems durable, but the clip for securing the connector to the target device (PC, router, etc.) is made of an absurdly cheap plastic. It broke in < 1 week during light indoor use at home. Most Ethernet cables have the plastic clip, but I've never seen one snap off that easily.Still gets the job done so long as the cable isn't disturbed, which for my WFH setup is fine, but be aware. Seems like an odd yet annoying component to skimp out on.

  
",Size: Cat8-30ft
13,13,"







  
  
    JUNK, do not waste your money.
  
",1.0,Ron F,"Reviewed in the United States December 22, 2019","









  
  
    
  This cable feels VERY cheap, unlike any other Ethernet cable I've handled. I connected it to 3 different devices and didn't notice any difference in speed vs my CAT5e cable. CAT8...???

  
",Size: Cat8-50ft
14,14,"







  
  
    Update Your Cable!
  
",5.0,Wingnut da Cat,"Reviewed in the United States January 2, 2021","









  
  
    
  We had some home wi-fi issues in our house and long story short:  a sharp Comcast techie explained some internet and wi-fi things to me via chat and phone, of which I was not aware.  Ignorance is no excuse.  One of several issues was down/up speeds to my Xbox One X, via our gateway, and then via the old cable from my Xfinity pod.  So, I upgraded my ethernet cable from one I'd owned for something like 6 years, to this one.  Bingo!  This Cat8 effectively trebled my down/up speeds via our Xfinity gateway to the console, via the pod.  Great value purchase IMO, based on some great advice.  Bottom line?  If you're having some speed issues in-house, check to see (1) if your device's interactions may be faster via a cable, and (2) if your cable needs to be updated to a 2020 version.  And a big Thanks to everyone that helped me with this!!

  
",Size: Cat8-6ft
15,15,"







  
  
    The perfect cable for my own needs!
  
",5.0,Isaac Zuniga,"Reviewed in the United States January 20, 2021","









  
  
    
  Recently I bought a 10gbe card setup for 2 of my computers. My machines are a bit distant from each other and there are live AC power cables in the way. I am well aware that 40gb/s is a bit overkill, but at the same time, I know that AC electromagnetic radiation can interfere with a lot of things.The main selling point for why I got this product was 3 things:1. The insane amount of shielding and protection it has. It's way better than your typical CAT6 or CAT5e cable. (You can tell due to the thickness and the stiffness)2. I needed a cable that is capable of handling a 10gbe transmission speed. I could have gone with CAT6, for sure, but at the same time, 10gb/s is the ""maximum"" that CAT6 supports up to. There's no guarantee that I would ever ""see"" the full bandwidth of 10gb/s.3. The price. This cable is super cheap, I was surprised! While the available overhead is quite much, yes, the good thing I can say is this: ""At least I'm prepared for USB4!""While I cannot confirm or deny that this cable can handle 40gb/s data transfer rate speeds, I CAN confirm that it handles a full 10gb/s transfer speeds, for sure! When 40gbe network cards come out (or become cheap enough that they're more affordable by the consumer market), I'll update the review and tell you my findings!

  
",Size: Cat8-20ft
16,16,"







  
  
    Should have known better
  
",5.0,ross,"Reviewed in the United States November 30, 2020","









  
  
    
  All i got to say im literally blown away. Ive had to move the gateway literally 15 ft and then the switch and mesh with it, walking around the house (two story) with my phone doing speed tests, the 2 cables that i used are a dam game changer (no pun intended). All this time (freaking months) trying certain routers and never dawned on me to move the gateway with long cat cable to improve range and speed. Hardware is seriously half the battle.

  
",Size: Cat8-15ft
17,17,"







  
  
    Good Ethernet cable.
  
",4.0,Billy Zapata,"Reviewed in the United States February 17, 2020","









  
  
    
  Good Ethernet cable, but my internet plan is only 200 mbps. I use it for gaming. I’d been told, I need to upgrade internet service to a faster connection. Only then I will see and feel the true speed and quality of this cable. Like everything else in life, you need A+B+C in order to get D.  😂

  
",Size: Cat8-20ft
18,18,"







  
  
    Not a good experience for me.
  
",2.0,Dale Kelly,"Reviewed in the United States March 28, 2020","









  
  
    
  I am not sold on cat 8 cables after my experience with these cables. They are stiff and because of that they have a tendency to hold my router at an angle and not flat on the table. The biggest gripe however is that my old cat 5 cables out performed them in a speed test - not once but every time I tried. I’m using my old cables - these are going in my spare parts box for an emergency.

  
",Size: Cat8-6ft
19,19,"







  
  
    CAT 8 cable is a great choice
  
",5.0,Assistchief52,"Reviewed in the United States January 5, 2021","









  
  
    
  So I purchased these along with 8k HDMI cables for my then PS4. I tested speeds and they were great once the cables were updated. I have since switched them to my PS5and re tested and I was getting speeds of 812 plus and I pay for 100 mpbs, so that a great improvement. The picture is fantastic and the wifi is supercharged, no lag or buffering on my Firestick wired and my other connected via wifi on the second floor. For this price they are well made and feel like good quality and they work. So with the combo of the cat* and 8k cables streaming and gaming are great now.

  
",Size: Cat8-20ft
20,20,"







  
  
    Overkill for what I need
  
",5.0,Rais,"Reviewed in the United States December 8, 2020","









  
  
    
  I have very fast internet (250 Mbps) but I kept getting lags while I was streaming. I did a little research and I came to the realization that my ethernet cables were the cause. Once I replaced the ethernet cable connecting my modem to my router, and my router to my PS4, things instantly changed. For most people, Cat7 cables would be enough, but I like future-proofing everything so I got Cat8. Keep in mind that Cat8 cables are good for small spaces like apartments but not so much for large spaces like estates. So If you're planning on installing ethernet cables on acres then Cat7 is the way to go.

  
",Size: Cat8-6ft
21,21,"







  
  
    60 FT cable stopped working after 2 months
  
",1.0,Justin Wollman,"Reviewed in the United States July 25, 2020","









  
  
    
  I bought this to hard wire a computer in different room from the main router. It ran directly from the router right into the computer there was no hub or switch. Started having problems after about two months thought it was the router thought it was my internet provider looked everything and of course the very last thing I checked was the wire. I had purchased the 6 Ft version of the same wire from the same company and didn't have any problems they work spectacularly.. and it was a brand new wire so I didn't have any reason to think it was the wire. Buy the shorter version stay away from the longer version.

  
",Size: Cat8-10ft
22,22,"







  
  
    4 months then done
  
",1.0,Critic TL,"Reviewed in the United States February 24, 2021","









  
  
    
  This cable was great when I 1st got it. Then in January it just stopped working, I waa in the middle of a meeting and have another cable I plug into my personal computer so I switched to that one then. I just plugged this back and my connection is through wifi. I tried troubleshooting and neither my work nor personal laptop can detect the cable. It was great while it lasted but only lasted like 4 months.

  
",Size: Cat8-6ft
23,23,"







  
  
    Cord for now and the future.
  
",5.0,starch1ld,"Reviewed in the United States June 14, 2020","









  
  
    
  Cable for now and the future.  I have AT&T Fiber 1000 which is blazing fast. I recently had troubles and they said my modem was bad and they replaced it. The Ethernet cord from the modem to the wall was loose so I replaced it with one of those yellow CAT 5 because that was all that I had. Bad idea. I ordered this CAT 8 and I am getting 1000 mbps in every test I perform. Absolutely great cord especially if you are a gamer and I have two gamers in my home.

  
",Size: Cat8-6ft
24,24,"







  
  
    THINGS DO WEAR OUT
  
",5.0,MCJ,"Reviewed in the United States December 12, 2020","









  
  
    
  HAD SERIOUS CONNECTION ISSUES WITH A TV I HAD NEVER HAD ISSUES WITH....A NEW ONE, I MIGHT ADD.  GOOGLE FIBER REPLACED THE BOXES BUT STILL NOTHING.  I COULD USE MY PC BUT COULD NOT STREAM A PROGRAM.  GOOGLE CSRS WORK REMOTELY NOW SO I ALWAYS HAD ONE READY TO HELP.....THEY WOULD PROBLEM SOLVE WITH ME AND ONE SUGGESTED A NEW ETHERNET CABLE.  I HAD NEVER REPLACED IT IN DECADES.  AFTER i UPGRADED MY SPEED NOTHING CHANGED. SO I BOUGHT A NEW ETHERNET CABLE AND A NEW ROKU SINCE THE ONE I CURRENTLY HAD HAD HAD ISSUES ALMOST ON REGULAR BASIS.  THE MOMENT I PLUGGED THE NEW ETHERNET CABLE IN MY CONNECTION ISSUES VANISHED.....AND THE NEW ROKU IS WORKING GREAT.  I WISH I HADN'T UPGRADED FROM BASIC....I THINK THAT WAS JUST A GIMMICK TO GET MORE MONEY OUT OF ME....BUT i AM STREAMING AND I AM SATISFIED.

  
",Size: Cat8-6ft
25,25,"







  
  
    good cable
  
",1.0,Gman,"Reviewed in the United States December 15, 2019","









  
  
    
  i really like this cable unfortunately the very light plastic tab that locks the cable into the port has failed in less than 30 days i would like to hear from customer service to make things right iam a vet in the hospital right now & need a little help so i can stay on line directly from modem  customer service is most important to me in this mater thank you GL

  
",Size: Cat8-10ft
26,26,"







  
  
    False
  
",1.0,FootyStallion,"Reviewed in the United States February 8, 2021","









  
  
    
  Now i understand the technology behind these ethernet cables but they did absolutely NOTHING to improve my ping or download or upload speeds over a cheaper walmart alternative!!I am ATT Gigabyte speeds and their latest modem with Wifi6 and other technologies. I am also using a brand new computer built by a professional gaming company using up to date and top of the line parts ($4000 PC).This is such a gimmick. Just go to your local walmart and pick up a cheaper alternative!

  
",Size: Cat8-25ft
27,27,"







  
  
    Misrepresentation
  
",1.0,DaZone,"Reviewed in the United States July 16, 2020","









  
  
    
  How is it possible for me to be taller than the 6ft cable when I am 5""5""? What a Disappointment.

  
",Size: Cat8-6ft
28,28,"







  
  
    LAG SPIKES!
  
",3.0,JVS,"Reviewed in the United States February 17, 2021","









  
  
    
  Upgraded by running these new ""Cat 8"" cables from my garage to my router and hard wiring in as many devices as I could. Running a speed test showed 7-8MS ping times and 900MB/S. Not bad. Noticed when it was running the test that the push would fluctuate, but didn't think much at the time. Now playing any game I get HUGE lag spikes. About every minute or so it would spike and almost lose connection. It makes gaming unplayable. Regular surfing and streaming it is fine, but gaming is impossible.Swapped all my cables back to Cat 6, and I get exact same performance, but no lag spikes. Disappointing. The cables appear to be well made, nice ends, etc... But they just don't jive with something. Wasted money.

  
",Size: Cat8-6ft
29,29,"







  
  
    Bought it for my PS5 and 4K TV
  
",5.0,manny,"Reviewed in the United States March 2, 2021","









  
  
    
  I currently have AT&T internet and I have the Fiber package which gives me about 1G of internet speed in my area. I personally never had an issue with the WIFI signal on any of my devices or TVs for streaming. However, when I got the new PS5 I just wanted the best experience I could get with the console and the 4K 120 native FPS TV I have. I noticed the slower download speed when downloading digital games and when playing COD Cold War public multiplayer matches. I checked the PS5 internet connection system for WIFI signal and download/upload speeds. Even though I technically had 1G internet and the router was unobstructed and high up for better signal coverage what the PS5 was getting was about 360 download speeds and 60 uploads. This was noticeable in COD and other online games as there would be connection issues and lag. After I bought this 25FT Ethernet cable and set it up to my router I restarted my PS5 and now I consistently get about 990 downloads with about 470 upload speeds. A drastic change over WIFI alone. This makes a difference when gaming online as I have a stable internet connection a low PING. Personally, I recommend this to any serious console or PC gamer forget about a good headphone set they are useless if you are lagging all over the place and have long wait times. Overall, anyone who is looking to gain an increase in the internet connection for either console, PC, TV, or other compatible devices will benefit from buying this cable assuming you have a decent internet plan to start with. Obviously, this ethernet cable can't turn for example a max of 100mbps internet plan into 1G internet speed that is up to you and what you are willing to pay for a month/offered in your area.

  
",Size: Cat8-25ft
30,30,"







  
  
    Good build quality and definitely an improvement to internet signal.
  
",4.0,Andre,"Reviewed in the United States February 26, 2021","









  
  
    
  I was a bit skeptical about the CAT8 type cable but decided to try it after some research. I immediately saw a good improvement in my internet connection and speed.I use a bridged connection between the ISP modem/router and my own WI-FI router. Just by replacing the old CAT6 w/ the new CAT8 Ethernet cable to connect both caused my internet speed to noticeably improve. That affected my desktop connected via Ethernet cable and also all WI-FI devices on my network as well. I wish I had purchased this sooner. I'll never by another CAT6 cable again.I recommend the product. This has good build quality and comes in a nice package as well.

  
",Size: Cat8-10ft
31,31,"







  
  
    Increased my Mbps by over 30
  
",5.0,Nealson,"Reviewed in the United States September 25, 2020","









  
  
    
  With all the teleworking and distance learning I upgraded my internet to 75Mbps+.  I was not seeing these speeds and was upset with my internet provider.  After reading a bit about high speed internet setups I discovered that a hidden flaw in many households is the poor Ethernet cables installed by internet providers or that come in the box with a router.  I used these Cat8 cables and saw a 30+ increase in Mbps instantly.  I highly recommend these cables.

  
",Size: Cat8-3ft
32,32,"







  
  
    slow speed
  
",3.0,Howevertheonlywas ,"Reviewed in the United States August 17, 2020","









  
  
    
  I plugged it into my router, and the internet speed out is only 1mbps, whereas if I use wifi the speed is around 55mbps. Returned the product.

  
",Size: Cat8-15ft
33,33,"







  
  
    Doesn't work with fios
  
",4.0,Amazon Customer,"Reviewed in the United States June 29, 2020","









  
  
    
  The wire is nice and sturdy but it doesn't work with verizon fios as a wan connector, I had to contact Verizon several times and try three different wires to figure this out. I was very dissapointed that it didnt work with this as it seems like its very well made.

  
",Size: Cat8-65ft
34,34,"







  
    Excelente
  
  
",5.0,Jairo Méndez,"Reviewed in the United States October 9, 2020","









  
    
  Excelente cable tenia un categoría 5 instalado en mi wifi y router y en ocasiones se quedaba guindado el Internet no entendía porq ya que solo yo usaba el Internet... cambien a estos cables categoría 8 y ya tengo un par de meses usándolos y mi Internet es super estable no se a caído en ningún momento lo recomiendo para cualquier conexión de Internet de da mucha estabilidad en la conexión

  
  
",Size: Cat8-6ft
35,35,"







  
  
    It is worth it to me
  
",4.0,Jeff Popp,"Reviewed in the United States July 18, 2020","









  
  
    
  Honestly I am not an expert on these, however the price is right, it came in within a day, it fits, it does exactly what I expected, and I would get it again.

  
",Size: Cat8-6ft
36,36,"







  
  
    Increased internet speed
  
",5.0,Charles G.,"Reviewed in the United States February 2, 2021","









  
  
    
  I’m not an expert when it comes to electronics so I watch YouTube to get ideas on how to increase my internet speed.  I have 100 Mbps fiber optic cables to my house and it is normally around 100 Mbps. I also have an eero mesh system installed which show the same download and upload speeds all thru the house.  Once I connected this updated cable my internet speed increased a little more than I expected.  Download speeds are now 122.61 Mbps and upload speeds went to 124.22 Mbps. This updated cable helped increase my internet speeds.

  
",Size: Cat8-10ft
37,37,"







  
  
    CAT 8 is the fastest Data Transfer besides FIBER to date.
  
",5.0,Michael,"Reviewed in the United States February 25, 2021","









  
  
    
  While I still would tell the average home user its not a MUST, as a Retired IT Professional, I just like trying to keep up with the Latest.  Recently my Internet Provider upgraded me to a 1 Gig Internet Connection. That is definitely a game changer that you WONT SEE FULLY using WI FI only.  I moved our Desk Tops  back to a Hard Connection and its amazing to see the difference there.  I always look for cables here on Amazon, I have never had a failure, Price is Good and with Prime I get them FAST.

  
",Size: Cat8-6ft
38,38,"







  
  
    Wi-Fi vs This Wire.
  
",3.0,JOSHUA MELENDEZ,"Reviewed in the United States April 8, 2020","









  
  
    
  The wire out if the bag is thick, well made and looks durable. I have a HP Laptop and have 5G Wi-Fi connected to it, I wanted an Ethernet cord to get the best out of my 5G Spectrum service as I have 1 level under the fastest Spectrum offers Residentially. I feel I'm better off with the Wi-Fi as I didn't see a big difference in speed, the only thing good is download speeds is quick and uploads. As for streaming on websites on browsers 4K is slow and sinus the 1444K settings which I think is a smaller tlrate within 4k? I will buy a MacBook Pro soon and see if it's this laptop as I am fully customizing the Mac to it's best settings.

  
",Size: Cat8-40ft
39,39,"







  
  
    The cable to get
  
",5.0,MrWheels71,"Reviewed in the United States May 23, 2020","









  
  
    
  I purchased this Ethernet cable due to my old one was having issues.  This is the CAT-8 cable, when I hooked up this cable, I could tell a major difference in how quickly my web pages was loading etc.  My previous cable was just a CAT-5 cable so this cable new cable can handle a much higher connection and you can tell a difference in the speed of your web pages loading.  I would recommend this cable to anyone who is replacing theirs.

  
",Size: Cat8-20ft
40,40,"







  
  
    CAT cable
  
",5.0,Judy K. Jensen,"Reviewed in the United States April 28, 2020","









  
  
    
  I had to google the difference between the cat cables--5 or 6 or 7 or 8.  Looks like the 8 is the most recent version.  I needed something from the Directv receiver to the source of the internet and this seems to do the trick.  The cable that came with the Directv stopped working so when I needed a new one I choose this one based on transmission speed, etc.  Is great so far.

  
",Size: Cat8-6ft
41,41,"







  
  
    The product really sucks
  
",1.0,Catherine Salcido,"Reviewed in the United States February 8, 2021","









  
  
    
  I've used Ethernet cords for many years I've always gotten them from Best buy and I figured well I tried with Amazon thinking I was getting top notch but this one really sucks because I'm constantly having to unplug my Android box and then it reloads and plays my shows again where the one I got from Best buy I didn't have that problem so this one I was going in the trash. And probably from now on will not be purchasing from you guys anymore I'm going to delete my app and everything on it goodbye

  
",Size: Cat8-6ft
42,42,"







  
  
    Not great
  
",2.0,SkillShot,"Reviewed in the United States January 14, 2021","









  
  
    
  My speed actually dropped slightly moving to these cables, I wonder if these are even cat 8 to begin with. Ordered other ones that are much higher quality.

  
",Size: Cat8-6ft
43,43,"







  
  
    Perfect For Gaming/Smart TVs!
  
",5.0,Trey,"Reviewed in the United States February 23, 2020","









  
  
    
  I bought a new smart TV and Xbox and wanted to make sure that everything ran as smoothly as possible.  These cables arrived quickly and my TV/Xbox have never run faster.  I have since bought a couple more cables for other systems.  A great value for the money!

  
",Size: Cat8-6ft
44,44,"







  
  
    Boosted speed immediately - Sturdy connections
  
",5.0,Spy Kid,"Reviewed in the United States September 4, 2020","









  
  
    
  I had all this researched and recommended equipment for my wifi network. But I couldn't get the speeds up. I looked things over and realized I had an old old Cat 3 or 5 patch cable from my modem to my router. I bought this new Cat8 cable and wow! Up to speed now. I love the quality of the connectors. Very sturdy covering so cable doesn't pull loose from the connector. I highly recommend  these cables from DbillionDa. Kept the cool business card they sent with my next order of 7 different cables I plan to create a backup server for my computers.

  
",Size: Cat8-6ft
45,45,"







  
  
    Excellent
  
",5.0,CJ,"Reviewed in the United States May 5, 2020","









  
  
    
  I used these to connect my PS4 and my LG Smart TV to me wireless extender( I had CAT5 LAN cables on them)and my download speed increased from 40Mbps/100Mbps to 75Mbps-90Mbps/100Mbps. HUGE DIFFERENCE. Nothing on my TV or PS4 takes anytime to load or download. BEST PART IS NO LAG WHEN PLAYING OVER SERVERS! SINCE I DID THIS, I HAVENT EXPERIENCED LAG NOT ONCE

  
",Size: Cat8-6ft
46,46,"







  
  
    Down the connecting speed than previous one
  
",1.0,Tomoaki Mizuno,"Reviewed in the United States May 28, 2020","









  
  
    
  I believe something wrong at this time.My received cable was something wrong, down the connecting speed.So I retuned it and try to buy again another one. Hope second one will be working well.

  
",Size: Cat8-10ft
47,47,"







  
  
    Great solid cable! Cat8, backwards compatible, durable
  
",5.0,,"Reviewed in the United States August 14, 2020","









  
  
    
  Solid cable. No joke connections. Very stiff, it will take a while to lay flat and laminar, it's coiled up and very strong, so its stiff. But its great, very solid cable. Connections are strong, good click, solid connection. Transfer speeds as you'd expect, not limited by cable, limited by your network!

  
",Size: Cat8-10ft
48,48,"







  
  
    as advertised
  
",5.0,Stephen2432,"Reviewed in the United States August 14, 2020","









  
  
    
  Ran it thru my garage to my basement(house is set up in ""L"" SHAPE)directly thru modem, 0 issues high quality, you can see where they silicone the wire so nothing gets into the connection, heavy duty cabling, everything as advertised, even came with caps for the plugs so I can route them without damage

  
",Size: Cat8-100ft
49,49,"







  
  
    Thin cheap made not good quality.
  
",2.0,Jeremy Adkins,"Reviewed in the United States September 5, 2020","









  
  
    
  Anyone that buys this cable cut one in half and strip the jacket off compare the conductor size to a quality made cat 5 or cat 6 cable.  In comparison they are very thin made. The jacket quality is decent. The foil wraping is so thin you can tear it if your not careful. The same foil is around the pairs. The conductor size is very very small. 26 awg or less. I counted 8 individual strands of copper. This will not hold up. The jacket around the pairs is extremely thin as well. I bought these cable under the impression I was getting a heavy quality cable. This is just not the case.  I needed to use these for a site where I have fm interference and shielding is the answer. These cables conductor size is not up to the task for POE.

  
",Size: Cat8-3ft
50,50,"







  
  
    Life in the Fast Lane
  
",5.0,NYCJim57,"Reviewed in the United States February 9, 2021","









  
  
    
  I can not believe how much of a difference this had made on my Desktop and PS4 Pro. From the moment I opened the bag I could feel the quality of this Cat8 in my hands. The openings were secured with plastic caps to protect the threads. It's like I went from driving my car at 40mph to 225mph on the auto-bon. This is the fastest WiFi I have ever had. Trust me, you won't be disappointed with this quality cord.

  
",Size: Cat8-25ft
51,51,"







  
  
    Hmm, we’ll see.
  
",3.0,Ana B,"Reviewed in the United States December 11, 2020","









  
  
    
  I’m unsure about this Ethernet cable, we are supposed to be getting 1gb internet with a wired connection but I’m maxing out at 560 Mbs hooked up. On WiFi I’m at ~450mbs max. Perhaps the length of the cable (100ft) is causing some of the drop in speed. Expected more of an increase.

  
",Size: Cat8-100ft
52,52,"







  
  
    Great for gaming and streaming!!
  
",5.0,Thomas A. Gordon,"Reviewed in the United States March 23, 2021","









  
  
    
  I had bought a long “cheap” Ethernet cable awhile ago not realizing that they are not the same. I was getting crazy slow download speeds so I tried to change up the cable (to another Ethernet cable I had laying around cat5e) and it worked better. After research I found they were not all the same and bought a couple of these. Boy am I impressed. The lower download picture is that of the cat5e and the higher is the cat 8. This should definitely help out with the rod times it takes to download games and even try to stream shows and movies on my TV!

  
",Size: Cat8-6ft
53,53,"







  
  
    I did notice a difference!
  
",5.0,Michelle526,"Reviewed in the United States August 26, 2020","









  
  
    
  I work from home and do a lot of videoconferencing. I was using a Cat 6 cable and was having some issues and after trouble shooting, decided to replace my old cable and upgraded to this Cat 8. I immediately noticed it was faster, and provides a better connection for online meetings.

  
",Size: Cat8-50ft
